item_index,slice_index,source_index,pair_id,mechanism_type,baseline,baseline_label,video_path,video_exists,strip_path,strip_exists,seed,target_concept,expected_effect,source_prompt,target_visible,causal_effect_visible,causeless_effect,video_quality,usable_for_claim,failure_mode,notes
1,20,47,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,fracture_damage,footprint_mask,footprint_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/008_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_footprint_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/001_footprint_mask.jpg,true,22001,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",,,,,,,
1,20,47,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,fracture_damage,chain_mask,chain_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/009_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_chain_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/001_chain_mask.jpg,true,22001,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",,,,,,,
1,20,47,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,fracture_damage,comparison_token_mask,comparison_token_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/010_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_comparison_token_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/001_comparison_token_mask.jpg,true,22001,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",,,,,,,
1,20,47,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,fracture_damage,random_token_mask,random_token_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/011_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_random_token_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/001_random_token_mask.jpg,true,22001,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,clean_reference,Clean reference,outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_002/videos/000_a-realistic-close-up-video-of-a-soccer-ball-hitting-a-goal-net-causing-t_seed9102.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_clean_reference.jpg,true,,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,baseline,baseline,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/012_elastic-deformation-soccer-net-001_baseline/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_baseline.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,target_mask,target_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/013_elastic-deformation-soccer-net-001_target_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_target_mask.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,footprint_mask,footprint_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/014_elastic-deformation-soccer-net-001_footprint_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_footprint_mask.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,chain_mask,chain_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/015_elastic-deformation-soccer-net-001_chain_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_chain_mask.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,comparison_token_mask,comparison_token_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/016_elastic-deformation-soccer-net-001_comparison_token_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_comparison_token_mask.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
2,1,2,elastic_deformation_soccer_net_001,elastic_deformation,random_token_mask,random_token_mask,experiments/method_probe/zeroscope_attention_mask_b2_20260702_compact3/017_elastic-deformation-soccer-net-001_random_token_mask/sample.mp4,true,experiments/evaluation/zeroscope_attention_mask_b2_compact3_fable_20260702/frame_strips/002_random_token_mask.jpg,true,22002,soccer ball,net stretches and ripples backward,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,,,,,,,
