run_id,prompt_index,pair_id,mechanism_type,baseline,seed,target_concept,expected_effect,video_path,video_exists,video_bytes,target_visible,causal_effect_visible,causeless_effect,video_quality,usable_for_claim,failure_mode,notes
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,2,round5_field_magnet_filings_001,field_mediated,negative_prompt,6102,bar magnet,iron filings form curved field lines,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_002/videos/000_a-top-down-close-up-video-of-a-black-bar-magnet-sliding-near-scattered-i_seed6102.mp4,True,647035,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,2,round5_field_magnet_filings_001,field_mediated,safree_cogvideox,6102,bar magnet,iron filings form curved field lines,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_002/videos/000_a-top-down-close-up-video-of-a-black-bar-magnet-sliding-near-scattered-i_seed6102.mp4,True,831744,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,2,round5_field_magnet_filings_001,field_mediated,videoeraser,6102,bar magnet,iron filings form curved field lines,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_002/videos/000_a-top-down-close-up-video-of-a-black-bar-magnet-sliding-near-scattered-i_seed6102.mp4,True,1543788,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,2,round5_field_magnet_filings_001,field_mediated,t2vunlearning,6102,bar magnet,iron filings form curved field lines,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_002/videos/000_a-top-down-close-up-video-of-a-black-bar-magnet-sliding-near-scattered-i_seed6102.mp4,True,1525450,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,3,round5_field_balloon_hair_003,field_mediated,clean_reference,,balloon,hair strands lift and cling,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_042/videos/000_a-close-up-video-of-a-red-balloon-moving-near-loose-hair-strands-causing_seed5242.mp4,True,94621,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,3,round5_field_balloon_hair_003,field_mediated,negative_prompt,6103,balloon,hair strands lift and cling,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_003/videos/000_a-close-up-video-of-a-red-balloon-moving-near-loose-hair-strands-causing_seed6103.mp4,True,228028,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,3,round5_field_balloon_hair_003,field_mediated,safree_cogvideox,6103,balloon,hair strands lift and cling,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_003/videos/000_a-close-up-video-of-a-red-balloon-moving-near-loose-hair-strands-causing_seed6103.mp4,True,224919,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,3,round5_field_balloon_hair_003,field_mediated,videoeraser,6103,balloon,hair strands lift and cling,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_003/videos/000_a-close-up-video-of-a-red-balloon-moving-near-loose-hair-strands-causing_seed6103.mp4,True,261527,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,3,round5_field_balloon_hair_003,field_mediated,t2vunlearning,6103,balloon,hair strands lift and cling,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_003/videos/000_a-close-up-video-of-a-red-balloon-moving-near-loose-hair-strands-causing_seed6103.mp4,True,309499,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,4,round5_field_fan_streamers_005,field_mediated,clean_reference,,desk fan,paper streamers bend backward,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_044/videos/000_a-fixed-close-up-video-of-a-small-desk-fan-blowing-toward-hanging-paper_seed5244.mp4,True,319472,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,4,round5_field_fan_streamers_005,field_mediated,negative_prompt,6104,desk fan,paper streamers bend backward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_004/videos/000_a-fixed-close-up-video-of-a-small-desk-fan-blowing-toward-hanging-paper_seed6104.mp4,True,334546,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,4,round5_field_fan_streamers_005,field_mediated,safree_cogvideox,6104,desk fan,paper streamers bend backward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_004/videos/000_a-fixed-close-up-video-of-a-small-desk-fan-blowing-toward-hanging-paper_seed6104.mp4,True,302002,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,4,round5_field_fan_streamers_005,field_mediated,videoeraser,6104,desk fan,paper streamers bend backward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_004/videos/000_a-fixed-close-up-video-of-a-small-desk-fan-blowing-toward-hanging-paper_seed6104.mp4,True,395588,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,4,round5_field_fan_streamers_005,field_mediated,t2vunlearning,6104,desk fan,paper streamers bend backward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_004/videos/000_a-fixed-close-up-video-of-a-small-desk-fan-blowing-toward-hanging-paper_seed6104.mp4,True,425291,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,5,round5_field_speaker_sand_008,field_mediated,clean_reference,,speaker,sand grains form vibration patterns,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_047/videos/000_a-close-up-video-of-a-round-speaker-cone-vibrating-under-a-thin-layer-of_seed5247.mp4,True,350981,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,5,round5_field_speaker_sand_008,field_mediated,negative_prompt,6105,speaker,sand grains form vibration patterns,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_005/videos/000_a-close-up-video-of-a-round-speaker-cone-vibrating-under-a-thin-layer-of_seed6105.mp4,True,507544,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,5,round5_field_speaker_sand_008,field_mediated,safree_cogvideox,6105,speaker,sand grains form vibration patterns,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_005/videos/000_a-close-up-video-of-a-round-speaker-cone-vibrating-under-a-thin-layer-of_seed6105.mp4,True,769013,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,5,round5_field_speaker_sand_008,field_mediated,videoeraser,6105,speaker,sand grains form vibration patterns,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_005/videos/000_a-close-up-video-of-a-round-speaker-cone-vibrating-under-a-thin-layer-of_seed6105.mp4,True,629872,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,5,round5_field_speaker_sand_008,field_mediated,t2vunlearning,6105,speaker,sand grains form vibration patterns,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_005/videos/000_a-close-up-video-of-a-round-speaker-cone-vibrating-under-a-thin-layer-of_seed6105.mp4,True,496890,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,6,round5_particle_chalk_eraser_003,particle_dispersion,clean_reference,,chalk eraser,chalk dust cloud spreads outward,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_052/videos/000_a-close-up-video-of-a-chalk-eraser-hitting-a-blackboard-tray-causing-a-w_seed5252.mp4,True,189569,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,6,round5_particle_chalk_eraser_003,particle_dispersion,negative_prompt,6106,chalk eraser,chalk dust cloud spreads outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_006/videos/000_a-close-up-video-of-a-chalk-eraser-hitting-a-blackboard-tray-causing-a-w_seed6106.mp4,True,877618,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,6,round5_particle_chalk_eraser_003,particle_dispersion,safree_cogvideox,6106,chalk eraser,chalk dust cloud spreads outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_006/videos/000_a-close-up-video-of-a-chalk-eraser-hitting-a-blackboard-tray-causing-a-w_seed6106.mp4,True,1721715,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,6,round5_particle_chalk_eraser_003,particle_dispersion,videoeraser,6106,chalk eraser,chalk dust cloud spreads outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_006/videos/000_a-close-up-video-of-a-chalk-eraser-hitting-a-blackboard-tray-causing-a-w_seed6106.mp4,True,344596,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,6,round5_particle_chalk_eraser_003,particle_dispersion,t2vunlearning,6106,chalk eraser,chalk dust cloud spreads outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_006/videos/000_a-close-up-video-of-a-chalk-eraser-hitting-a-blackboard-tray-causing-a-w_seed6106.mp4,True,550935,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,7,round5_particle_snowball_wall_007,particle_dispersion,clean_reference,,snowball,snow powder bursts outward,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_056/videos/000_a-side-view-slow-motion-video-of-a-white-snowball-hitting-a-dark-wall-ca_seed5256.mp4,True,845215,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,7,round5_particle_snowball_wall_007,particle_dispersion,negative_prompt,6107,snowball,snow powder bursts outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_007/videos/000_a-side-view-slow-motion-video-of-a-white-snowball-hitting-a-dark-wall-ca_seed6107.mp4,True,42880,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,7,round5_particle_snowball_wall_007,particle_dispersion,safree_cogvideox,6107,snowball,snow powder bursts outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_007/videos/000_a-side-view-slow-motion-video-of-a-white-snowball-hitting-a-dark-wall-ca_seed6107.mp4,True,342250,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,7,round5_particle_snowball_wall_007,particle_dispersion,videoeraser,6107,snowball,snow powder bursts outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_007/videos/000_a-side-view-slow-motion-video-of-a-white-snowball-hitting-a-dark-wall-ca_seed6107.mp4,True,11587,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,7,round5_particle_snowball_wall_007,particle_dispersion,t2vunlearning,6107,snowball,snow powder bursts outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_007/videos/000_a-side-view-slow-motion-video-of-a-white-snowball-hitting-a-dark-wall-ca_seed6107.mp4,True,3523,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,8,round5_particle_glitter_jar_008,particle_dispersion,clean_reference,,glitter jar,glitter spills into sparkling trail,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_057/videos/000_a-close-up-video-of-a-small-glitter-jar-tipping-over-on-black-paper-caus_seed5257.mp4,True,237840,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,8,round5_particle_glitter_jar_008,particle_dispersion,negative_prompt,6108,glitter jar,glitter spills into sparkling trail,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_008/videos/000_a-close-up-video-of-a-small-glitter-jar-tipping-over-on-black-paper-caus_seed6108.mp4,True,184695,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,8,round5_particle_glitter_jar_008,particle_dispersion,safree_cogvideox,6108,glitter jar,glitter spills into sparkling trail,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_008/videos/000_a-close-up-video-of-a-small-glitter-jar-tipping-over-on-black-paper-caus_seed6108.mp4,True,427617,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,8,round5_particle_glitter_jar_008,particle_dispersion,videoeraser,6108,glitter jar,glitter spills into sparkling trail,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_008/videos/000_a-close-up-video-of-a-small-glitter-jar-tipping-over-on-black-paper-caus_seed6108.mp4,True,254895,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,8,round5_particle_glitter_jar_008,particle_dispersion,t2vunlearning,6108,glitter jar,glitter spills into sparkling trail,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_008/videos/000_a-close-up-video-of-a-small-glitter-jar-tipping-over-on-black-paper-caus_seed6108.mp4,True,252904,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,9,round5_particle_soil_trowel_010,particle_dispersion,clean_reference,,garden trowel,soil clumps scatter outward,outputs/causal_footprint_v0_round5_taxonomy_expansion60_bf16_step20_parallel/clean_shards/prompt_059/videos/000_a-close-up-video-of-a-small-garden-trowel-scooping-and-dropping-dark-soi_seed5259.mp4,True,213393,,,,,no,clean_reference,Clean source reference; not an erasure output.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,9,round5_particle_soil_trowel_010,particle_dispersion,negative_prompt,6109,garden trowel,soil clumps scatter outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/negative_prompt_shards/prompt_009/videos/000_a-close-up-video-of-a-small-garden-trowel-scooping-and-dropping-dark-soi_seed6109.mp4,True,177584,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,9,round5_particle_soil_trowel_010,particle_dispersion,safree_cogvideox,6109,garden trowel,soil clumps scatter outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/safree_cogvideox_shards/prompt_009/videos/000_a-close-up-video-of-a-small-garden-trowel-scooping-and-dropping-dark-soi_seed6109.mp4,True,529638,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,9,round5_particle_soil_trowel_010,particle_dispersion,videoeraser,6109,garden trowel,soil clumps scatter outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/videoeraser_shards/prompt_009/videos/000_a-close-up-video-of-a-small-garden-trowel-scooping-and-dropping-dark-soi_seed6109.mp4,True,121450,,,,,,,Pending manual review.
baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel,9,round5_particle_soil_trowel_010,particle_dispersion,t2vunlearning,6109,garden trowel,soil clumps scatter outward,outputs/baseline_suite_causal_footprint_v0_round5_yes10_all_step20_parallel/t2vunlearning_shards/prompt_009/videos/000_a-close-up-video-of-a-small-garden-trowel-scooping-and-dropping-dark-soi_seed6109.mp4,True,100016,,,,,,,Pending manual review.
