review_id,item_index,seed_index,video_path,video_exists,strip_path,strip_exists,target_concept,footprint_definition,source_prompt,target_visible,footprint_visible,scene_structure_preserved,cells_distinguishable,generation_failure,mode_collapse,reviewer_id,notes
c01_001_s04_ad52198d58,1,4,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_007_s01_df9594b69a,7,1,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_003_s04_d0849baf46,3,4,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_003_s00_db1b7ce6b5,3,0,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s00_f2f063e7b6,5,0,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_006_s00_42e7f1c1ae,6,0,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_001_s02_cf0ada8724,1,2,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_003_s01_0e92abe9cf,3,1,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s04_3a93ef6ac2,5,4,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_007_s00_76df3c91c4,7,0,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s04_5db40adabe,6,4,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_007_s00_caf04a9b80,7,0,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_007_s01_b894b6c637,7,1,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s00_e3b48eb8c2,6,0,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_002_s01_e67a103829,2,1,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_002_s00_2edd1994f9,2,0,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_007_s04_531f04c72c,7,4,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_005_s00_13e285b360,5,0,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_000_s02_49a386edc1,0,2,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_001_s02_0e4fcf7dab,1,2,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s01_02304a9e9b,4,1,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_004_s03_de78d65c26,4,3,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_000_s00_bcf82af43f,0,0,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_006_s03_ddf89db4d0,6,3,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_003_s02_224dcb8cbd,3,2,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_000_s03_eb43c4c4c7,0,3,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_002_s04_2168c18790,2,4,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_002_s04_37f14b3f08,2,4,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_000_s01_70345b6742,0,1,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_004_s00_15ea508d2e,4,0,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_005_s01_d647e89e0e,5,1,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_005_s00_9652572374,5,0,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_007_s01_26c3700868,7,1,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_000_s04_670cfd8a71,0,4,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s00_45964214ae,3,0,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_001_s01_319792b47a,1,1,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s02_9d8811eb37,4,2,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_001_s03_6740b2ab14,1,3,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_007_s01_fc6d7a7509,7,1,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_000_s01_6c6d09a734,0,1,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s04_6bc3c9d3f8,3,4,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_001_s04_5766a9bac2,1,4,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s00_3041f7f275,4,0,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_003_s01_8407bb2593,3,1,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_001_s02_d73de9be7e,1,2,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s02_633a1ed618,4,2,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_001_s04_88d184872e,1,4,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_006_s02_f1b2e64f9f,6,2,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_007_s04_f7c7a6d365,7,4,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_007_s03_5b1027b208,7,3,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s03_75505ca0c4,6,3,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_006_s04_1cd17db888,6,4,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_006_s02_814a762fd5,6,2,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_006_s04_76c589d782,6,4,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_007_s00_487997e8fa,7,0,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_001_s00_2ec7212074,1,0,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_003_s01_7fbf026f89,3,1,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_002_s01_d73f7023e1,2,1,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_002_s00_95299bdfa2,2,0,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_000_s00_888b4b53d8,0,0,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_001_s02_e776f2d5dc,1,2,,false,,false,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_003_s03_941dc9bb5f,3,3,,false,,false,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_004_s02_a4d653512e,4,2,,false,,false,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_000_s04_40c986effe,0,4,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_007_s00_91422767ef,7,0,,false,,false,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_000_s00_e1eb4d8c22,0,0,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_000_s00_684fd7d2c2,0,0,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_000_s04_a6adacac7e,0,4,,false,,false,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_005_s01_60805dd767,5,1,,false,,false,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_006_s02_f727a00129,6,2,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_002_s03_7a07861a0e,2,3,,false,,false,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_006_s03_4ce13d4cc7,6,3,,false,,false,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
