sample_id,pair_id,row_index,chunk_index,chunk_total,frame_start,frame_end,frame_ids,sheet_path,video_path,target_concept,expected_effect,prompt
case_104,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_plain_090,104,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/104_case_104_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_104/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9204.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay in the middle of the clip, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_104,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_plain_090,104,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/104_case_104_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_104/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9204.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay in the middle of the clip, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_104,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_plain_090,104,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/104_case_104_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_104/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9204.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay in the middle of the clip, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_104,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_plain_090,104,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/104_case_104_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_104/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9204.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay in the middle of the clip, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_104,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_plain_090,104,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/104_case_104_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_104/videos/000_a-realistic-fixed-camera-close-up-video-with-a-plain-high-contrast-backg_seed9204.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay in the middle of the clip, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_105,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_slow_091,105,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/105_case_105_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_105/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9205.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after a short still beginning, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_105,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_slow_091,105,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/105_case_105_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_105/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9205.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after a short still beginning, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_105,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_slow_091,105,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/105_case_105_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_105/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9205.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after a short still beginning, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_105,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_slow_091,105,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/105_case_105_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_105/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9205.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after a short still beginning, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_105,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_slow_091,105,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/105_case_105_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_105/videos/000_a-realistic-fixed-camera-close-up-video-in-slow-motion-with-a-locked-cam_seed9205.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after a short still beginning, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_106,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_top_092,106,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/106_case_106_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_106/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9206.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the surface is shown clean, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_106,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_top_092,106,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/106_case_106_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_106/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9206.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the surface is shown clean, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_106,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_top_092,106,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/106_case_106_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_106/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9206.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the surface is shown clean, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_106,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_top_092,106,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/106_case_106_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_106/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9206.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the surface is shown clean, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_106,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_top_092,106,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/106_case_106_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_106/videos/000_a-realistic-fixed-camera-close-up-video-from-a-top-down-macro-view-the-s_seed9206.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the surface is shown clean, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_107,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_side_093,107,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/107_case_107_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_107/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9207.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the target is clearly visible, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_107,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_side_093,107,1,5,4,11,f004;f005;f006;f007;f008;f009;f010;f011,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/107_case_107_chunk01_f004_f011.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_107/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9207.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the target is clearly visible, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_107,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_side_093,107,2,5,8,15,f008;f009;f010;f011;f012;f013;f014;f015,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/107_case_107_chunk02_f008_f015.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_107/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9207.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the target is clearly visible, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_107,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_side_093,107,3,5,12,19,f012;f013;f014;f015;f016;f017;f018;f019,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/107_case_107_chunk03_f012_f019.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_107/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9207.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the target is clearly visible, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_107,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_side_093,107,4,5,16,23,f016;f017;f018;f019;f020;f021;f022;f023,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/107_case_107_chunk04_f016_f023.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_107/videos/000_a-realistic-fixed-camera-close-up-video-from-a-side-close-up-view-the-sc_seed9207.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay after the target is clearly visible, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
case_108,v2_surface_trace_wooden_pencil_a_thin_groove_remains_in_the_clay_bright_094,108,0,5,0,7,f000;f001;f002;f003;f004;f005;f006;f007,experiments/evaluation/zeroscope_v2_clean_gate_gpt54_6shards_retry_20260701_133602/shard_02_start102_limit051/chunk_sheets/108_case_108_chunk00_f000_f007.jpg,/home/deepseek_VG/JUNCHI/Video-causal/outputs/zeroscope_v2_candidates304_clean_step20_f24_320x576_8gpu_s3/clean_shards/prompt_108/videos/000_a-realistic-fixed-camera-close-up-video-under-bright-studio-lighting-the_seed9208.mp4,wooden pencil,a thin groove remains in the clay,"A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a smooth clay tablet, with no pre-existing groove. A clearly visible wooden pencil enters the frame and remains visible before contact. The wooden pencil drags across the clay only after the visible contact moment, causing a thin groove remains in the clay; the effect begins only after contact and remains visible for several frames."
