protocol_version,sample_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive,original_video,ours_video,original_post_change_mae,ours_post_change_mae,footprint_suppression_percent,early_divergence_mae,ours_late_frame_mae
v1,eval_water_impact_seen_unseen_00,,water_impact,test,seen_unseen,water_droplet,one large clear water droplet,yes,steel_sink,a stainless-steel sink filled with water,no,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Next, one large clear water droplet falls vertically from above, enters the center of the water, and makes contact. Following that contact, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/010_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/010_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.12141081,0.05494064,54.75,0.13532718,0.20527965
v1,eval_water_impact_seen_unseen_01,,water_impact,test,seen_unseen,water_droplet,one large clear water droplet,yes,blue_tub,a wide blue plastic tub filled with water,no,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The source arrives only after the still opening: one large clear water droplet falls vertically from above, enters the center of the water, and makes contact, causing a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/011_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/011_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.07384796,0.07985605,-8.14,0.08379997,0.08809534
v1,eval_water_impact_seen_unseen_02,,water_impact,test,seen_unseen,ice_cube,one small clear ice cube,yes,steel_sink,a stainless-steel sink filled with water,no,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/012_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/012_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.01186207,0.01364662,-15.04,0.14071688,0.13700311
v1,eval_water_impact_seen_unseen_03,,water_impact,test,seen_unseen,ice_cube,one small clear ice cube,yes,blue_tub,a wide blue plastic tub filled with water,no,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/013_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/013_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.01377860,0.00986848,28.38,0.07852822,0.08713653
v1,eval_water_impact_seen_unseen_04,,water_impact,test,seen_unseen,red_apple,one small red apple,yes,steel_sink,a stainless-steel sink filled with water,no,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After two still seconds, one small red apple falls vertically from above, enters the center of the water, and makes contact; afterward, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/014_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/014_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.12185134,0.04831372,60.35,0.12820348,0.23122962
v1,eval_water_impact_unseen_unseen_00,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,steel_sink,a stainless-steel sink filled with water,no,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Next, one smooth gray stone falls vertically from above, enters the center of the water, and makes contact. Following that contact, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/015_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/015_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.13985434,0.03650734,73.90,0.12034032,0.22485374
v1,eval_water_impact_unseen_unseen_01,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,blue_tub,a wide blue plastic tub filled with water,no,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The source arrives only after the still opening: one smooth gray stone falls vertically from above, enters the center of the water, and makes contact, causing a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/016_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/016_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.07490750,0.11100640,-48.19,0.07987582,0.08714814
v1,eval_water_impact_unseen_unseen_02,,water_impact,test,unseen_unseen,yellow_ball,one small yellow rubber ball,no,steel_sink,a stainless-steel sink filled with water,no,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small yellow rubber ball falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/017_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/017_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.06508767,0.06805640,-4.56,0.12839822,0.13897552
v1,eval_water_impact_unseen_unseen_03,,water_impact,test,unseen_unseen,yellow_ball,one small yellow rubber ball,no,blue_tub,a wide blue plastic tub filled with water,no,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small yellow rubber ball falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/018_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/018_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.08678941,0.05087237,41.38,0.09356770,0.14493494
v1,eval_water_impact_unseen_unseen_04,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,steel_sink,a stainless-steel sink filled with water,no,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After two still seconds, one smooth gray stone falls vertically from above, enters the center of the water, and makes contact; afterward, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/019_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_negative_prompt/water_impact/videos/019_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.10781994,0.03219461,70.14,0.13394058,0.21142122
v1,eval_rigid_collision_seen_seen_00,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Next, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. Following that contact, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/020_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/020_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.09958210,0.07516895,24.52,0.09120829,0.06634029
v1,eval_rigid_collision_seen_seen_01,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The source arrives only after the still opening: one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once, causing a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/021_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/021_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.05082955,0.05691966,-11.98,0.06164730,0.06772206
v1,eval_rigid_collision_seen_seen_02,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/022_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/022_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.01071057,0.02240728,-109.21,0.06132393,0.06711724
v1,eval_rigid_collision_seen_seen_03,,rigid_collision,test,seen_seen,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/023_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/023_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.04169450,0.02492305,40.22,0.07819677,0.07896522
v1,eval_rigid_collision_seen_seen_04,,rigid_collision,test,seen_seen,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After two still seconds, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; afterward, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/024_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/024_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.02880433,0.01787682,37.94,0.05298302,0.05100810
v1,eval_rigid_collision_unseen_seen_00,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,wood_blocks,three plain wooden blocks standing upright,yes,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Next, one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once. Following that contact, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/025_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/025_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.08861932,0.06577789,25.77,0.09309642,0.07324176
v1,eval_rigid_collision_unseen_seen_01,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,bowling_pins,four small white plastic bowling pins,yes,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The source arrives only after the still opening: one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once, causing a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/026_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/026_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.02028223,0.02445436,-20.57,0.05802270,0.06055212
v1,eval_rigid_collision_unseen_seen_02,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,cardboard_boxes,three small plain cardboard boxes,yes,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/027_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/027_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.01561242,0.02147510,-37.55,0.06256866,0.06462809
v1,eval_rigid_collision_unseen_seen_03,,rigid_collision,test,unseen_seen,toy_car,one small yellow toy car,no,wood_blocks,three plain wooden blocks standing upright,yes,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small yellow toy car rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/028_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_negative_prompt/rigid_collision/videos/028_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.05187935,0.04019822,22.52,0.06861539,0.07106855
