review_id,pair_id,item_index,seed_index,seed,variant,expected_target_visible,expected_footprint_visible,prompt,video_path
c01_001_s00_6607344f0b,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,0,41001,target_only,yes,no,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. The black hockey puck is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed00_target_only_seed41001.mp4
c01_001_s00_b0c812be84,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,0,41001,footprint_only,no,yes,"A realistic fixed-camera close-up video showing a star-shaped crack spreads across the mirror, with no black hockey puck or other visible cause in the frame.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed00_footprint_only_seed41001.mp4
c01_001_s01_567ff7d164,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,1,41002,original,yes,yes,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed01_original_seed41002.mp4
c01_001_s01_599f082dcd,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,1,41002,target_only,yes,no,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. The black hockey puck is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed01_target_only_seed41002.mp4
c01_001_s01_a95040c23d,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,1,41002,remove_target,no,no,"A realistic fixed-camera close-up video of the same scene before the event, with no black hockey puck, no visible cause, and no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed01_remove_target_seed41002.mp4
c01_001_s01_aec0f53e27,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,1,41002,footprint_only,no,yes,"A realistic fixed-camera close-up video showing a star-shaped crack spreads across the mirror, with no black hockey puck or other visible cause in the frame.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed01_footprint_only_seed41002.mp4
c01_001_s02_07eb10858d,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,2,41003,footprint_only,no,yes,"A realistic fixed-camera close-up video showing a star-shaped crack spreads across the mirror, with no black hockey puck or other visible cause in the frame.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed02_footprint_only_seed41003.mp4
c01_001_s02_19ccb37a04,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,2,41003,original,yes,yes,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed02_original_seed41003.mp4
c01_001_s02_7107dfe4a2,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,2,41003,target_only,yes,no,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. The black hockey puck is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed02_target_only_seed41003.mp4
c01_001_s02_82cb40ea47,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,2,41003,remove_target,no,no,"A realistic fixed-camera close-up video of the same scene before the event, with no black hockey puck, no visible cause, and no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed02_remove_target_seed41003.mp4
c01_001_s03_08c0bc8180,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,3,41004,remove_target,no,no,"A realistic fixed-camera close-up video of the same scene before the event, with no black hockey puck, no visible cause, and no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed03_remove_target_seed41004.mp4
c01_001_s03_8a15e26976,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,3,41004,footprint_only,no,yes,"A realistic fixed-camera close-up video showing a star-shaped crack spreads across the mirror, with no black hockey puck or other visible cause in the frame.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed03_footprint_only_seed41004.mp4
c01_001_s03_c2f643dbf5,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,3,41004,original,yes,yes,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed03_original_seed41004.mp4
c01_001_s03_d84a1d26d7,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,3,41004,target_only,yes,no,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. The black hockey puck is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed03_target_only_seed41004.mp4
c01_001_s04_9ec782f322,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,4,41005,target_only,yes,no,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. The black hockey puck is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed04_target_only_seed41005.mp4
c01_001_s04_a63dea212d,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,4,41005,original,yes,yes,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. black hockey puck causes a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed04_original_seed41005.mp4
c01_001_s04_d9538692d4,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,4,41005,remove_target,no,no,"A realistic fixed-camera close-up video of the same scene before the event, with no black hockey puck, no visible cause, and no a star-shaped crack spreads across the mirror.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed04_remove_target_seed41005.mp4
c01_001_s04_fbe287fc2c,v2_fracture_damage_black_hockey_puck_a_star_shaped_crack_spreads_across_t_side_033,1,4,41005,footprint_only,no,yes,"A realistic fixed-camera close-up video showing a star-shaped crack spreads across the mirror, with no black hockey puck or other visible cause in the frame.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/001_v2-fracture-damage-black-hockey-puck-a-star-shaped-crack-spreads-across_seed04_footprint_only_seed41005.mp4
c01_002_s00_6faa330d68,elastic_deformation_soccer_net_001,2,0,41002,target_only,yes,no,"A realistic close-up video of a still goal net hanging straight. The soccer ball is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no net stretches and ripples backward.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed00_target_only_seed41002.mp4
c01_002_s00_763753ebd3,elastic_deformation_soccer_net_001,2,0,41002,original,yes,yes,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed00_original_seed41002.mp4
c01_002_s00_a9553db8ae,elastic_deformation_soccer_net_001,2,0,41002,footprint_only,no,yes,A realistic close-up video of a goal net moving in wind with no soccer ball impact.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed00_footprint_only_seed41002.mp4
c01_002_s00_ae8a536f33,elastic_deformation_soccer_net_001,2,0,41002,remove_target,no,no,A realistic close-up video of a still goal net hanging straight. No soccer ball is present. The scene has no net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed00_remove_target_seed41002.mp4
c01_002_s01_0194e41292,elastic_deformation_soccer_net_001,2,1,41003,original,yes,yes,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed01_original_seed41003.mp4
c01_002_s01_08cbd298cc,elastic_deformation_soccer_net_001,2,1,41003,target_only,yes,no,"A realistic close-up video of a still goal net hanging straight. The soccer ball is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no net stretches and ripples backward.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed01_target_only_seed41003.mp4
c01_002_s01_1b83e76e67,elastic_deformation_soccer_net_001,2,1,41003,remove_target,no,no,A realistic close-up video of a still goal net hanging straight. No soccer ball is present. The scene has no net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed01_remove_target_seed41003.mp4
c01_002_s01_80c623e06d,elastic_deformation_soccer_net_001,2,1,41003,footprint_only,no,yes,A realistic close-up video of a goal net moving in wind with no soccer ball impact.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed01_footprint_only_seed41003.mp4
c01_002_s02_3f9108f13a,elastic_deformation_soccer_net_001,2,2,41004,footprint_only,no,yes,A realistic close-up video of a goal net moving in wind with no soccer ball impact.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed02_footprint_only_seed41004.mp4
c01_002_s02_781bf92f52,elastic_deformation_soccer_net_001,2,2,41004,target_only,yes,no,"A realistic close-up video of a still goal net hanging straight. The soccer ball is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no net stretches and ripples backward.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed02_target_only_seed41004.mp4
c01_002_s02_b9c74aeaf5,elastic_deformation_soccer_net_001,2,2,41004,original,yes,yes,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed02_original_seed41004.mp4
c01_002_s02_beef146a61,elastic_deformation_soccer_net_001,2,2,41004,remove_target,no,no,A realistic close-up video of a still goal net hanging straight. No soccer ball is present. The scene has no net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed02_remove_target_seed41004.mp4
c01_002_s03_607bcd79c5,elastic_deformation_soccer_net_001,2,3,41005,remove_target,no,no,A realistic close-up video of a still goal net hanging straight. No soccer ball is present. The scene has no net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed03_remove_target_seed41005.mp4
c01_002_s03_6dab4e781c,elastic_deformation_soccer_net_001,2,3,41005,original,yes,yes,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed03_original_seed41005.mp4
c01_002_s03_7331db3cd5,elastic_deformation_soccer_net_001,2,3,41005,footprint_only,no,yes,A realistic close-up video of a goal net moving in wind with no soccer ball impact.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed03_footprint_only_seed41005.mp4
c01_002_s03_7cf415b785,elastic_deformation_soccer_net_001,2,3,41005,target_only,yes,no,"A realistic close-up video of a still goal net hanging straight. The soccer ball is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no net stretches and ripples backward.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed03_target_only_seed41005.mp4
c01_002_s04_3990605450,elastic_deformation_soccer_net_001,2,4,41006,footprint_only,no,yes,A realistic close-up video of a goal net moving in wind with no soccer ball impact.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed04_footprint_only_seed41006.mp4
c01_002_s04_3f41f77435,elastic_deformation_soccer_net_001,2,4,41006,original,yes,yes,A realistic close-up video of a still goal net hanging straight. soccer ball causes net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed04_original_seed41006.mp4
c01_002_s04_b2cb90fa23,elastic_deformation_soccer_net_001,2,4,41006,remove_target,no,no,A realistic close-up video of a still goal net hanging straight. No soccer ball is present. The scene has no net stretches and ripples backward.,experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed04_remove_target_seed41006.mp4
c01_002_s04_efa48063f7,elastic_deformation_soccer_net_001,2,4,41006,target_only,yes,no,"A realistic close-up video of a still goal net hanging straight. The soccer ball is clearly visible but does not touch, strike, collide with, or disturb the scene. The scene has no net stretches and ripples backward.",experiments/method_probe/c01_factorial_gate_20260703_real_s10_f16_240x432/videos/002_elastic-deformation-soccer-net-001_seed04_target_only_seed41006.mp4
