protocol_version,sample_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive
v1,preserve_conveyor_1,preserve,generic_preservation,train,,,,,,,,preserve_1,"A realistic fixed-camera video in one continuous shot showing a conveyor belt carrying identical sealed boxes without contact or collision. The shot is stable, realistic, and free of impacts, breakage, splashes, powder bursts, or collisions.",generic preservation,,,12000,49,8,,
v1,preserve_conveyor_2,preserve,generic_preservation,train,,,,,,,,preserve_2,A realistic fixed-camera video in one continuous shot showing a conveyor belt carrying identical sealed boxes without contact or collision. No object enters from above and no abrupt physical event occurs anywhere in the scene.,generic preservation,,,12000,49,8,,
v1,preserve_walker_0,preserve,generic_preservation,train,,,,,,,,preserve_0,"A realistic fixed-camera video in one continuous shot showing one person walking steadily across an empty room. The camera, lighting, background, and all object identities remain unchanged.",generic preservation,,,12000,49,8,,
v1,preserve_walker_1,preserve,generic_preservation,train,,,,,,,,preserve_1,"A realistic fixed-camera video in one continuous shot showing one person walking steadily across an empty room. The shot is stable, realistic, and free of impacts, breakage, splashes, powder bursts, or collisions.",generic preservation,,,12000,49,8,,
v1,preserve_walker_2,preserve,generic_preservation,train,,,,,,,,preserve_2,A realistic fixed-camera video in one continuous shot showing one person walking steadily across an empty room. No object enters from above and no abrupt physical event occurs anywhere in the scene.,generic preservation,,,12000,49,8,,
v1,preserve_clouds_0,preserve,generic_preservation,train,,,,,,,,preserve_0,"A realistic fixed-camera video in one continuous shot showing thin clouds drifting slowly across a clear sky. The camera, lighting, background, and all object identities remain unchanged.",generic preservation,,,12000,49,8,,
v1,preserve_clouds_1,preserve,generic_preservation,train,,,,,,,,preserve_1,"A realistic fixed-camera video in one continuous shot showing thin clouds drifting slowly across a clear sky. The shot is stable, realistic, and free of impacts, breakage, splashes, powder bursts, or collisions.",generic preservation,,,12000,49,8,,
v1,preserve_clouds_2,preserve,generic_preservation,train,,,,,,,,preserve_2,A realistic fixed-camera video in one continuous shot showing thin clouds drifting slowly across a clear sky. No object enters from above and no abrupt physical event occurs anywhere in the scene.,generic preservation,,,12000,49,8,,
v1,preserve_traffic_light_0,preserve,generic_preservation,train,,,,,,,,preserve_0,"A realistic fixed-camera video in one continuous shot showing one traffic light changing normally from green to yellow to red. The camera, lighting, background, and all object identities remain unchanged.",generic preservation,,,12000,49,8,,
v1,preserve_traffic_light_1,preserve,generic_preservation,train,,,,,,,,preserve_1,"A realistic fixed-camera video in one continuous shot showing one traffic light changing normally from green to yellow to red. The shot is stable, realistic, and free of impacts, breakage, splashes, powder bursts, or collisions.",generic preservation,,,12000,49,8,,
v1,preserve_traffic_light_2,preserve,generic_preservation,train,,,,,,,,preserve_2,A realistic fixed-camera video in one continuous shot showing one traffic light changing normally from green to yellow to red. No object enters from above and no abrupt physical event occurs anywhere in the scene.,generic preservation,,,12000,49,8,,
v1,preserve_turntable_0,preserve,generic_preservation,train,,,,,,,,preserve_0,"A realistic fixed-camera video in one continuous shot showing one colored wooden disk rotating smoothly on a turntable. The camera, lighting, background, and all object identities remain unchanged.",generic preservation,,,12000,49,8,,
v1,preserve_turntable_1,preserve,generic_preservation,train,,,,,,,,preserve_1,"A realistic fixed-camera video in one continuous shot showing one colored wooden disk rotating smoothly on a turntable. The shot is stable, realistic, and free of impacts, breakage, splashes, powder bursts, or collisions.",generic preservation,,,12000,49,8,,
v1,preserve_turntable_2,preserve,generic_preservation,train,,,,,,,,preserve_2,A realistic fixed-camera video in one continuous shot showing one colored wooden disk rotating smoothly on a turntable. No object enters from above and no abrupt physical event occurs anywhere in the scene.,generic preservation,,,12000,49,8,,
