protocol_version,sample_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive
v1,train_water_impact_water_droplet_glass_tank_contact_only,erase,water_impact,train,,water_droplet,one large clear water droplet,yes,glass_tank,a clear rectangular glass tank filled with water,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one large clear water droplet falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_water_droplet_glass_tank_natural_implicit,erase,water_impact,train,,water_droplet,one large clear water droplet,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one large clear water droplet falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_shallow_pond_explicit_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,shallow_pond,a calm shallow pond,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_shallow_pond_concise_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,shallow_pond,a calm shallow pond,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_shallow_pond_contact_only,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,shallow_pond,a calm shallow pond,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_shallow_pond_natural_implicit,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,shallow_pond,a calm shallow pond,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_white_basin_explicit_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,white_basin,a wide white ceramic basin filled with water,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_white_basin_concise_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,white_basin,a wide white ceramic basin filled with water,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_white_basin_contact_only,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,white_basin,a wide white ceramic basin filled with water,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_white_basin_natural_implicit,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,white_basin,a wide white ceramic basin filled with water,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_glass_tank_explicit_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,glass_tank,a clear rectangular glass tank filled with water,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_glass_tank_concise_full,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,glass_tank,a clear rectangular glass tank filled with water,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_glass_tank_contact_only,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,glass_tank,a clear rectangular glass tank filled with water,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_ice_cube_glass_tank_natural_implicit,erase,water_impact,train,,ice_cube,one small clear ice cube,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_shallow_pond_explicit_full,erase,water_impact,train,,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small red apple falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_shallow_pond_concise_full,erase,water_impact,train,,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_shallow_pond_contact_only,erase,water_impact,train,,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_shallow_pond_natural_implicit,erase,water_impact,train,,red_apple,one small red apple,yes,shallow_pond,a calm shallow pond,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a calm shallow pond; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red apple falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_white_basin_explicit_full,erase,water_impact,train,,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small red apple falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_white_basin_concise_full,erase,water_impact,train,,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_white_basin_contact_only,erase,water_impact,train,,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_white_basin_natural_implicit,erase,water_impact,train,,red_apple,one small red apple,yes,white_basin,a wide white ceramic basin filled with water,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a wide white ceramic basin filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red apple falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_glass_tank_explicit_full,erase,water_impact,train,,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Then one small red apple falls vertically from above, enters the center of the water, and makes contact. Only after contact, the event produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_glass_tank_concise_full,erase,water_impact,train,,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact; this produces a brief splash and expanding circular ripples. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_glass_tank_contact_only,erase,water_impact,train,,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After the quiet opening, one small red apple falls vertically from above, enters the center of the water, and makes contact. The event continues naturally after contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_water_impact_red_apple_glass_tank_natural_implicit,erase,water_impact,train,,red_apple,one small red apple,yes,glass_tank,a clear rectangular glass tank filled with water,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains a clear rectangular glass tank filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red apple falls vertically from above, enters the center of the water, and makes contact. The camera, lighting, water container, and background remain fixed throughout.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16
v1,train_rigid_collision_red_ball_wood_blocks_explicit_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Then one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_wood_blocks_concise_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_wood_blocks_contact_only,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_wood_blocks_natural_implicit,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_bowling_pins_explicit_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. Then one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_bowling_pins_concise_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_bowling_pins_contact_only,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_bowling_pins_natural_implicit,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_cardboard_boxes_explicit_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. Then one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
v1,train_rigid_collision_red_ball_cardboard_boxes_concise_full,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16
