protocol_version,sample_id,scene_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive,generated_video,desired_target_video,training_objective,residual_mask_enabled,residual_mask_factual_video,residual_mask_target_video
v1,train_rigid_collision_red_ball_cardboard_boxes_contact_only,train_rigid_collision_red_ball_cardboard_boxes_contact_only,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_046/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_red_ball_cardboard_boxes_contact_only/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_046/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_red_ball_cardboard_boxes_contact_only/counterfactual_static.mp4
v1,train_rigid_collision_red_ball_cardboard_boxes_natural_implicit,train_rigid_collision_red_ball_cardboard_boxes_natural_implicit,erase,rigid_collision,train,,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_047/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_red_ball_cardboard_boxes_natural_implicit/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_047/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_red_ball_cardboard_boxes_natural_implicit/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_wood_blocks_explicit_full,train_rigid_collision_wood_cylinder_wood_blocks_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_048/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_explicit_full/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_048/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_explicit_full/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_wood_blocks_concise_full,train_rigid_collision_wood_cylinder_wood_blocks_concise_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_049/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_concise_full/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_049/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_concise_full/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_wood_blocks_contact_only,train_rigid_collision_wood_cylinder_wood_blocks_contact_only,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_050/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_contact_only/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_050/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_contact_only/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_wood_blocks_natural_implicit,train_rigid_collision_wood_cylinder_wood_blocks_natural_implicit,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_051/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_natural_implicit/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_051/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_wood_blocks_natural_implicit/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_bowling_pins_explicit_full,train_rigid_collision_wood_cylinder_bowling_pins_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_052/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_explicit_full/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_052/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_explicit_full/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_bowling_pins_concise_full,train_rigid_collision_wood_cylinder_bowling_pins_concise_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,concise_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; this produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_053/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_concise_full/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_053/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_concise_full/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_bowling_pins_contact_only,train_rigid_collision_wood_cylinder_bowling_pins_contact_only,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,contact_only,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After the quiet opening, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The event continues naturally after contact. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_054/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_contact_only/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_054/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_contact_only/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_bowling_pins_natural_implicit,train_rigid_collision_wood_cylinder_bowling_pins_natural_implicit,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,natural_implicit,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The continuous shot then shows an ordinary physical event in which one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_055/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_natural_implicit/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_055/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_bowling_pins_natural_implicit/counterfactual_static.mp4
v1,train_rigid_collision_wood_cylinder_cardboard_boxes_explicit_full,train_rigid_collision_wood_cylinder_cardboard_boxes_explicit_full,erase,rigid_collision,train,,wood_cylinder,one short wooden cylinder,yes,cardboard_boxes,three small plain cardboard boxes,yes,explicit_full,"A simple realistic fixed-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. Then one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. Only after contact, the event produces a tipped contacted object and visible displacement of nearby objects. The camera, tabletop, lighting, and background remain fixed throughout.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12000,49,8,0,16,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_056/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_cardboard_boxes_explicit_full/counterfactual_static.mp4,counterfactual_noise_prediction,yes,outputs/protocol_v1/wan_train_erase/clean_shards/prompt_056/videos/000_a-simple-realistic-fixed-camera-video-in-one-continuous-shot-during-the_seed12000.mp4,outputs/protocol_v1/wan_train_erase_aligned/train_rigid_collision_wood_cylinder_cardboard_boxes_explicit_full/counterfactual_static.mp4
