sample_id,mechanism,generalization_group,baseline,source_object,receiver,expected_footprint,source_absent,footprint_absent,receiver_preserved,quality_ok,strict_erasure_success,video_path,review_sheet,notes
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,t2vunlearning_adapted,one small wooden mallet,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_00,brittle_fracture,seen_unseen,videoeraser_official,one small wooden mallet,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,negative_prompt,one small wooden mallet,one empty clear glass jar on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_01/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,t2vunlearning_adapted,one small wooden mallet,one empty clear glass jar on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_01/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_01,brittle_fracture,seen_unseen,videoeraser_official,one small wooden mallet,one empty clear glass jar on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_01/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,negative_prompt,one polished steel ball,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,t2vunlearning_adapted,one polished steel ball,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,videoeraser_official,one polished steel ball,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_seen_unseen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,negative_prompt,one smooth gray stone,one thin clear glass pane held upright,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,t2vunlearning_adapted,one smooth gray stone,one thin clear glass pane held upright,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_00,brittle_fracture,unseen_seen,videoeraser_official,one smooth gray stone,one thin clear glass pane held upright,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,negative_prompt,one smooth gray stone,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_01/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,t2vunlearning_adapted,one smooth gray stone,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_01/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_01,brittle_fracture,unseen_seen,videoeraser_official,one smooth gray stone,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_01/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,negative_prompt,one short wooden baton,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,t2vunlearning_adapted,one short wooden baton,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_seen_04,brittle_fracture,unseen_seen,videoeraser_official,one short wooden baton,one empty clear wine glass on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_seen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,negative_prompt,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,videoeraser_official,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_04,brittle_fracture,unseen_unseen,negative_prompt,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_04,brittle_fracture,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_brittle_fracture_unseen_unseen_04,brittle_fracture,unseen_unseen,videoeraser_official,one smooth gray stone,one empty clear glass bowl on a table,spreading visible cracks and several separated glass fragments,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/brittle_fracture/eval_brittle_fracture_unseen_unseen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_powder_impact_seen_seen_03,powder_impact,seen_seen,negative_prompt,one small wooden cube,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,yes,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/powder_impact/videos/eval_powder_impact_seen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_03/negative_prompt.jpg,footprint absent but source remains visible
eval_powder_impact_seen_seen_03,powder_impact,seen_seen,t2vunlearning_adapted,one small wooden cube,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/powder_impact/videos/eval_powder_impact_seen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_03/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_powder_impact_seen_seen_03,powder_impact,seen_seen,videoeraser_official,one small wooden cube,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,yes,yes,yes,no,outputs/protocol_v1/videoeraser_official/powder_impact/videos/eval_powder_impact_seen_seen_03.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_03/videoeraser_official.jpg,footprint absent but source remains visible
eval_powder_impact_seen_seen_04,powder_impact,seen_seen,negative_prompt,one small wooden cube,a shallow dark tray filled with white cornstarch,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/powder_impact/videos/eval_powder_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_powder_impact_seen_seen_04,powder_impact,seen_seen,t2vunlearning_adapted,one small wooden cube,a shallow dark tray filled with white cornstarch,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/powder_impact/videos/eval_powder_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_powder_impact_seen_seen_04,powder_impact,seen_seen,videoeraser_official,one small wooden cube,a shallow dark tray filled with white cornstarch,a short powder plume and a visible impact crater,no,partial,yes,yes,no,outputs/protocol_v1/videoeraser_official/powder_impact/videos/eval_powder_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_seen_seen_04/videoeraser_official.jpg,source remains visible and footprint evidence is reduced or ambiguous
eval_powder_impact_unseen_seen_00,powder_impact,unseen_seen,negative_prompt,one smooth gray stone,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/powder_impact/videos/eval_powder_impact_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_seen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_seen_00,powder_impact,unseen_seen,t2vunlearning_adapted,one smooth gray stone,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/powder_impact/videos/eval_powder_impact_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_seen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_seen_00,powder_impact,unseen_seen,videoeraser_official,one smooth gray stone,a shallow dark tray filled with white flour,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/powder_impact/videos/eval_powder_impact_unseen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_seen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_00,powder_impact,unseen_unseen,negative_prompt,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/powder_impact/videos/eval_powder_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_00,powder_impact,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/powder_impact/videos/eval_powder_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_00,powder_impact,unseen_unseen,videoeraser_official,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/powder_impact/videos/eval_powder_impact_unseen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_04,powder_impact,unseen_unseen,negative_prompt,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/powder_impact/videos/eval_powder_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_04/negative_prompt.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_04,powder_impact,unseen_unseen,t2vunlearning_adapted,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/powder_impact/videos/eval_powder_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_powder_impact_unseen_unseen_04,powder_impact,unseen_unseen,videoeraser_official,one smooth gray stone,a shallow dark tray filled with white powdered sugar,a short powder plume and a visible impact crater,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/powder_impact/videos/eval_powder_impact_unseen_unseen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/powder_impact/eval_powder_impact_unseen_unseen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_00,water_impact,seen_seen,negative_prompt,one large clear water droplet,a calm shallow pond,a brief splash and expanding circular ripples,yes,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_00/negative_prompt.jpg,source absent but causal footprint remains visible
eval_water_impact_seen_seen_00,water_impact,seen_seen,t2vunlearning_adapted,one large clear water droplet,a calm shallow pond,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_00,water_impact,seen_seen,videoeraser_official,one large clear water droplet,a calm shallow pond,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_00/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_01,water_impact,seen_seen,negative_prompt,one large clear water droplet,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_01/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_01,water_impact,seen_seen,t2vunlearning_adapted,one large clear water droplet,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_01/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_01,water_impact,seen_seen,videoeraser_official,one large clear water droplet,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_01.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_01/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_04,water_impact,seen_seen,negative_prompt,one small clear ice cube,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,yes,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_04/negative_prompt.jpg,source absent but causal footprint remains visible
eval_water_impact_seen_seen_04,water_impact,seen_seen,t2vunlearning_adapted,one small clear ice cube,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_04/t2vunlearning_adapted.jpg,source and causal footprint remain visible
eval_water_impact_seen_seen_04,water_impact,seen_seen,videoeraser_official,one small clear ice cube,a wide white ceramic basin filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/videoeraser_official/water_impact/videos/eval_water_impact_seen_seen_04.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_seen_04/videoeraser_official.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,negative_prompt,one large clear water droplet,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_cogvideox_negative_prompt/water_impact/videos/eval_water_impact_seen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_00/negative_prompt.jpg,source and causal footprint remain visible
eval_water_impact_seen_unseen_00,water_impact,seen_unseen,t2vunlearning_adapted,one large clear water droplet,a stainless-steel sink filled with water,a brief splash and expanding circular ripples,no,no,yes,yes,no,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/water_impact/videos/eval_water_impact_seen_unseen_00.mp4,outputs/protocol_v1/cogvideox_review_ckpt100/strips/water_impact/eval_water_impact_seen_unseen_00/t2vunlearning_adapted.jpg,source and causal footprint remain visible
