protocol_version,candidate_id,global_index,mechanism_index,historical_capability_index,mechanism,mechanism_name,source_index,source_id,source_object,receiver_index,receiver_id,receiver,prompt_style,factual_prompt,target_prompt,expected_trigger,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,target_origin,prompt_shard,prompt_shard_index,height,width,seed_strategy,intended_use,historical_pair_id,historical_screen_status,target_video_path,excluded_content_phrase
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r05_v0,10,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,5,water_impact_train_receiver_05,a stainless-steel kitchen sink basin filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a stainless-steel kitchen sink basin filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26010,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0010_water_droplet_kitchen_sink_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/010_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26010.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r05_v1,11,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,5,water_impact_train_receiver_05,a stainless-steel kitchen sink basin filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26011,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0011_water_droplet_kitchen_sink_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/011_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26011.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r06_v0,12,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,6,water_impact_train_receiver_06,a plain porcelain soup bowl filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a plain porcelain soup bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a plain porcelain soup bowl filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26012,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0012_water_droplet_porcelain_bowl_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/012_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26012.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r06_v1,13,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,6,water_impact_train_receiver_06,a plain porcelain soup bowl filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a plain porcelain soup bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a plain porcelain soup bowl filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26013,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0013_water_droplet_porcelain_bowl_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/013_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26013.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r07_v0,14,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,7,water_impact_train_receiver_07,a black cooking pot filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a black cooking pot filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a black cooking pot filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26014,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0014_water_droplet_cooking_pot_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/014_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26014.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r07_v1,15,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,7,water_impact_train_receiver_07,a black cooking pot filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a black cooking pot filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a black cooking pot filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26015,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0015_water_droplet_cooking_pot_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/015_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26015.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r08_v0,16,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,8,water_impact_train_receiver_08,a round stone birdbath filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a round stone birdbath filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a round stone birdbath filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26016,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0016_water_droplet_garden_birdbath_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/016_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26016.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r08_v1,17,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,8,water_impact_train_receiver_08,a round stone birdbath filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a round stone birdbath filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a round stone birdbath filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26017,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0017_water_droplet_garden_birdbath_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/017_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26017.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r09_v0,18,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,9,water_impact_train_receiver_09,a rectangular glass baking dish filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a rectangular glass baking dish filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a rectangular glass baking dish filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26018,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0018_water_droplet_glass_dish_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/018_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26018.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r09_v1,19,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,9,water_impact_train_receiver_09,a rectangular glass baking dish filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a rectangular glass baking dish filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a rectangular glass baking dish filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26019,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0019_water_droplet_glass_dish_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/019_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26019.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r10_v0,20,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,10,water_impact_train_receiver_10,a blue plastic storage tub filled with water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a blue plastic storage tub filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26020,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0020_water_droplet_plastic_tub_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/020_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26020.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r10_v1,21,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,10,water_impact_train_receiver_10,a blue plastic storage tub filled with water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a blue plastic storage tub filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a blue plastic storage tub filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26021,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0021_water_droplet_plastic_tub_natural,reject,outputs/water_impact_dynamic_v1/train_targets_v1/videos/021_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26021.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r11_v0,22,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,11,water_impact_train_receiver_11,a laboratory beaker filled with clear water,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a laboratory beaker filled with clear water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26022,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0022_water_droplet_laboratory_beaker_direct,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/022_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26022.mp4,"source object, water entry or impact, splash, expanding circular ripples"
causal_role_erasure_7m_single_seed_v2,tgt7m_m00_s00_r11_v1,23,0,0,water_impact,Water impact,0,water_impact_original_water_droplet,one large clear water droplet,11,water_impact_train_receiver_11,a laboratory beaker filled with clear water,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a laboratory beaker filled with clear water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a laboratory beaker filled with clear water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.",visible entry of the source through the water surface,a brief splash and expanding circular ripples,"the water remains smooth, level, and undisturbed",26023,49,8,water_v1_reuse,,,480,832,historical_water_v1_seed,training_target_candidate,widyn_train_0023_water_droplet_laboratory_beaker_natural,accept,outputs/water_impact_dynamic_v1/train_targets_v1/videos/023_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26023.mp4,"source object, water entry or impact, splash, expanding circular ripples"
