scene_id,family,receiver,fixed_seed,prompt,target_concept,expected_effect
collision018,container_row,four empty orange juice cans in a row,9918,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, four empty orange juice cans in a row remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision019,container_row,three small ceramic cups standing on a counter,9919,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, three small ceramic cups standing on a counter remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision020,toy_row,five upright wooden toy pins in a row,9920,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, five upright wooden toy pins in a row remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision021,toy_row,three black chess pieces standing on a board,9921,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, three black chess pieces standing on a board remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision022,toy_row,four small red toy cones standing upright,9922,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, four small red toy cones standing upright remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision023,toy_row,a row of five white plastic dominoes,9923,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, a row of five white plastic dominoes remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision024,toy_row,three wooden bowling pins on a tabletop,9924,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, three wooden bowling pins on a tabletop remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision025,toy_row,four small toy traffic cones in a line,9925,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, four small toy traffic cones in a line remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision026,toy_row,three upright blue game pieces,9926,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, three upright blue game pieces remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision027,toy_row,a row of five short wooden pegs,9927,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, a row of five short wooden pegs remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision028,toy_row,four small yellow toy pins standing apart,9928,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, four small yellow toy pins standing apart remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
collision029,toy_row,three lightweight figurines standing on a table,9929,"A realistic fixed-camera tabletop video in one continuous shot. During the first two seconds, three lightweight figurines standing on a table remains completely still and upright. Then one small red rubber ball rolls in from the left, visibly contacts the nearest object, and only after contact the contacted objects tip over or move away in a short, clear collision chain. The ball, the contact, and the resulting movement remain visible. The camera, table, lighting, and background remain fixed throughout.",one small red rubber ball,contact-triggered tipping or movement of the contacted objects
