scene_id,source_scene_id,family,receiver,variant,shard,shard_index,fixed_seed,video_path,frame_count,fps,estimated_clean_end_exclusive,clean_prefix_max_mae_255,peak_frame0_mae_255,peak_changed_fraction,final_changed_fraction,auto_status,contact_sheet,error
wdsimple0060,wdp0080,liquid_surface,a wide porcelain basin filled with water,0,0,10,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/010_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,25,2.080308493589744,9.398065237713675,0.23442007211538463,0.1544677734375,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0060_liquid_surface_shard0_010.jpg,
wdsimple0066,wdp0088,liquid_surface,a shallow white shower tray holding a thin layer of water,0,0,11,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/011_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,24,0.754219250801282,6.22281483707265,0.1484550280448718,0.10519393529647436,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0066_liquid_surface_shard0_011.jpg,
wdsimple0072,wdp0096,liquid_surface,an open metal pail filled with water,0,0,12,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/012_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,6,1.0707106370192307,17.620535356570514,0.38106720753205126,0.3479229266826923,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0072_liquid_surface_shard0_012.jpg,
wdsimple0078,wdp0104,liquid_surface,one compartment of a white ice-cube tray filled with water,0,0,13,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/013_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,6.071413428151709,0.07413611778846153,0.06630921975160256,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0078_liquid_surface_shard0_013.jpg,
wdsimple0084,wdp0112,liquid_surface,a carved granite basin filled with water,0,0,14,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/014_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,13.166888688568374,0.2526842948717949,0.24635103665865385,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0084_liquid_surface_shard0_014.jpg,
wdsimple0090,wdp0120,liquid_surface,a polished brass bowl filled with water,0,0,15,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/015_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,12,1.0228832799145298,12.880593950320513,0.3256209935897436,0.3241317357772436,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0090_liquid_surface_shard0_015.jpg,
wdsimple0096,wdp0128,liquid_surface,a rectangular glass baking dish filled with water,0,0,16,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/016_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,10.643903579059831,0.24848758012820513,0.15370655548878204,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0096_liquid_surface_shard0_016.jpg,
wdsimple0102,wdp0136,liquid_surface,a shallow laboratory glass tray filled with water,0,0,17,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/017_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,4,0.7755033052884616,15.628049045138887,0.381563000801282,0.3483310797275641,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0102_liquid_surface_shard0_017.jpg,
wdsimple0108,wdp0144,liquid_surface,a black stone bowl filled with water,0,0,18,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/018_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,7,0.6777961404914529,47.29317073985043,0.7195863381410257,0.7084541516426281,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0108_liquid_surface_shard0_018.jpg,
wdsimple0114,wdp0152,liquid_surface,a clean coconut-shell cup filled with water,0,0,19,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/019_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,46.938593416132484,0.649208733974359,0.6470934745592949,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0114_liquid_surface_shard0_019.jpg,
wdsimple0120,wdp0160,liquid_surface,a natural rock depression holding rainwater,0,0,20,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/020_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,24.220238214476502,0.3854191706730769,0.37813814603365387,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0120_liquid_surface_shard0_020.jpg,
wdsimple0126,wdp0168,liquid_surface,a laboratory petri dish filled with water,0,0,21,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/021_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,5,1.049784655448718,17.363721120459406,0.41027644230769234,0.35255659054487176,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0126_liquid_surface_shard0_021.jpg,
wdsimple0132,wdp0176,liquid_surface,a shallow puddle on a microscope glass slide,0,0,22,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/022_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,5,0.8390808627136753,30.683686398237178,0.5128004807692308,0.4252535306490385,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0132_liquid_surface_shard0_022.jpg,
wdsimple0138,wdp0184,liquid_surface,a rain-filled road pothole,0,0,23,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/023_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,29.48680889423077,0.36893529647435896,0.36584660456730766,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0138_liquid_surface_shard0_023.jpg,
wdsimple0144,wdp0192,liquid_surface,a still indoor decorative pool,0,0,24,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/024_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,2,0.9947324051816239,8.334703859508545,0.20277944711538462,0.14401730268429488,review_short_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0144_liquid_surface_shard0_024.jpg,
wdsimple0150,wdp0200,hard_surface,dark-gray ceramic tile,0,0,25,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/025_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,5.120203158386753,0.06303335336538461,0.06194786658653846,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0150_hard_surface_shard0_025.jpg,
wdsimple0156,wdp0215,hard_surface,polished dark marble slab,0,0,26,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/026_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,8.057899305555555,0.14183944310897437,0.13551432291666668,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0156_hard_surface_shard0_026.jpg,
wdsimple0162,wdp0230,hard_surface,granite countertop,0,0,27,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/027_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,11.367172475961539,0.24019931891025642,0.2250763721955128,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0162_hard_surface_shard0_027.jpg,
wdsimple0168,wdp0245,hard_surface,polished concrete slab,0,0,28,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/028_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,12.532919337606836,0.23078175080128205,0.2197772686298077,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0168_hard_surface_shard0_028.jpg,
wdsimple0174,wdp0260,hard_surface,porcelain sink ledge,0,0,29,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/029_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,25,1.0488915598290598,2.8817825186965806,0.050776241987179484,0.04937337239583333,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0174_hard_surface_shard0_029.jpg,
wdsimple0180,wdp0275,hard_surface,brushed aluminum sheet,0,0,30,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/030_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,4.560298143696581,0.0679512219551282,0.05911395733173077,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0180_hard_surface_shard0_030.jpg,
wdsimple0186,wdp0290,hard_surface,steel workbench top,0,0,31,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/031_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,21,1.5319527911324786,4.655706630608973,0.061057692307692306,0.05716709234775641,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0186_hard_surface_shard0_031.jpg,
wdsimple0192,wdp0305,hard_surface,clear glass plate,0,0,32,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/032_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,7,0.8753881209935898,18.998813100961538,0.45823567708333335,0.45225423177083335,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0192_hard_surface_shard0_032.jpg,
wdsimple0198,wdp0320,hard_surface,rigid white PVC board,0,0,33,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/033_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,25,1.58408203125,6.027464776976496,0.08464042467948718,0.06889398036858975,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0198_hard_surface_shard0_033.jpg,
wdsimple0204,wdp0335,hard_surface,lacquered wood panel,0,0,34,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/034_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,10.703897903311967,0.31927584134615383,0.29928009815705126,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0204_hard_surface_shard0_034.jpg,
wdsimple0210,wdp0350,hard_surface,flat wall mirror,0,0,35,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/035_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,14,0.9448292267628206,3.6282560430021364,0.05133213141025641,0.05080816806891025,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0210_hard_surface_shard0_035.jpg,
wdsimple0216,wdp0365,hard_surface,polished stone coaster,0,0,36,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/036_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,14.294839242788461,0.2577874599358974,0.24076772836538463,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0216_hard_surface_shard0_036.jpg,
wdsimple0222,wdp0380,hard_surface,stainless-steel coaster,0,0,37,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/037_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,8.492626535790599,0.1914463141025641,0.182265374599359,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0222_hard_surface_shard0_037.jpg,
wdsimple0228,wdp0395,hard_surface,flat section of a painted car hood,0,0,38,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/038_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,4,1.0156016292735044,4.362132745726495,0.06407001201923077,0.059443234174679484,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0228_hard_surface_shard0_038.jpg,
wdsimple0234,wdp0410,hard_surface,camera filter glass,0,0,39,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/039_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,20.10679253472222,0.31728515625,0.11225147736378206,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0234_hard_surface_shard0_039.jpg,
wdsimple0240,wdp0425,hard_surface,polished obsidian slab,0,0,40,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/040_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,13.52033420138889,0.19116586538461539,0.17933756510416665,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0240_hard_surface_shard0_040.jpg,
wdsimple0246,wdp0440,hard_surface,glazed porcelain floor tile,0,0,41,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_0/videos/041_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,36,1.061796374198718,3.892118222489316,0.06357672275641026,0.05134840745192308,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0246_hard_surface_shard0_041.jpg,
wdsimple0001,wdp0001,liquid_surface,a calm shallow pond,1,1,0,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/000_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,5,0.6418285924145299,19.69918035523504,0.5263746995192308,0.5188526642628205,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0001_liquid_surface_shard1_000.jpg,
wdsimple0007,wdp0009,liquid_surface,a plain white ceramic cup filled with water,1,1,1,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,24,0.879681657318376,11.677339576655985,0.1293369391025641,0.1240459735576923,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0007_liquid_surface_shard1_001.jpg,
wdsimple0013,wdp0017,liquid_surface,a shallow rain puddle on level pavement,1,1,2,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/002_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,3,1.3646000267094018,25.630155749198718,0.42940705128205126,0.4247339493189103,review_short_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0013_liquid_surface_shard1_002.jpg,
wdsimple0019,wdp0025,liquid_surface,a stainless-steel kitchen sink basin filled with water,1,1,3,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/003_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,24,1.2166942107371794,9.668472055288463,0.2834485176282051,0.2620680588942308,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0019_liquid_surface_shard1_003.jpg,
wdsimple0025,wdp0033,liquid_surface,a round stone birdbath filled with water,1,1,4,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,27.173602764423077,0.436631109775641,0.34916741786858974,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0025_liquid_surface_shard1_004.jpg,
wdsimple0031,wdp0041,liquid_surface,a laboratory beaker filled with clear water,1,1,5,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/005_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,24.773714610042738,0.4307166466346154,0.4137288411458333,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0031_liquid_surface_shard1_005.jpg,
wdsimple0037,wdp0049,liquid_surface,a stainless-steel saucepan filled with water,1,1,6,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,7,0.9059970953525641,12.802408854166666,0.34742337740384616,0.27813439002403845,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0037_liquid_surface_shard1_006.jpg,
wdsimple0043,wdp0057,liquid_surface,a porcelain soup bowl filled with water,1,1,7,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/007_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,12,0.6666883680555556,8.797892461271367,0.1754256810897436,0.041904547275641024,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0043_liquid_surface_shard1_007.jpg,
wdsimple0049,wdp0065,liquid_surface,a clear stemmed wine glass filled with water,1,1,8,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/008_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,2,0.6814027443910257,18.86414513221154,0.360624499198718,0.33298089443108975,review_short_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0049_liquid_surface_shard1_008.jpg,
wdsimple0055,wdp0073,liquid_surface,a wide-mouth mason jar filled with water,1,1,9,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/009_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,24.07730034722222,0.41589042467948717,0.3983874198717949,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0055_liquid_surface_shard1_009.jpg,
wdsimple0061,wdp0081,liquid_surface,a wide porcelain basin filled with water,1,1,10,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/010_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,25,1.065014857104701,8.138668536324786,0.1345653044871795,0.0436698717948718,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0061_liquid_surface_shard1_010.jpg,
wdsimple0067,wdp0089,liquid_surface,a shallow white shower tray holding a thin layer of water,1,1,11,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/011_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,24,0.6584009415064103,6.369118923611111,0.1832256610576923,0.1003555689102564,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0067_liquid_surface_shard1_011.jpg,
wdsimple0073,wdp0097,liquid_surface,an open metal pail filled with water,1,1,12,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/012_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,6,0.9633822449252137,15.344530415331198,0.39356219951923077,0.38713942307692306,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0073_liquid_surface_shard1_012.jpg,
wdsimple0079,wdp0105,liquid_surface,one compartment of a white ice-cube tray filled with water,1,1,13,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/013_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,7.304085703792733,0.10510817307692308,0.09365922976762822,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0079_liquid_surface_shard1_013.jpg,
wdsimple0085,wdp0113,liquid_surface,a carved granite basin filled with water,1,1,14,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/014_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,10.154417901976496,0.20225360576923077,0.1946708483573718,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0085_liquid_surface_shard1_014.jpg,
wdsimple0091,wdp0121,liquid_surface,a polished brass bowl filled with water,1,1,15,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/015_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,11,0.960819811698718,7.888040865384616,0.19800931490384616,0.1948624048477564,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0091_liquid_surface_shard1_015.jpg,
wdsimple0097,wdp0129,liquid_surface,a rectangular glass baking dish filled with water,1,1,16,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/016_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,1,nan,7.193861010950855,0.18255208333333334,0.09680613982371794,reject_no_clean_prefix,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0097_liquid_surface_shard1_016.jpg,
wdsimple0103,wdp0137,liquid_surface,a shallow laboratory glass tray filled with water,1,1,17,9000,outputs/waterdrop_prompt_bank_v2_simple_wan/shard_1/videos/017_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9000.mp4,49,8.0,5,0.7338391426282052,11.25229700854701,0.3073467548076923,0.18278745993589743,candidate,outputs/waterdrop_prompt_bank_v2_auto_contact_sheets/wdsimple0103_liquid_surface_shard1_017.jpg,
