scene_id,family,receiver,fixed_seed,prompt,target_concept,expected_effect
collisionx022,block_stack,six red domino blocks standing in a close row,10022,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six red domino blocks standing in a close row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx023,block_stack,four plain wooden cubes forming a low wall,10023,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four plain wooden cubes forming a low wall remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx024,container_row,three empty silver cans standing close together,10024,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three empty silver cans standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx025,container_row,four lightweight white paper cups in a row,10025,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four lightweight white paper cups in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx026,container_row,three small clear plastic bottles standing upright,10026,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three small clear plastic bottles standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx027,container_row,five empty red aluminum cans in a straight row,10027,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five empty red aluminum cans in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx028,container_row,four short metal tins standing close together,10028,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four short metal tins standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx029,container_row,three lightweight blue plastic cups in a row,10029,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three lightweight blue plastic cups in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx030,container_row,five small cardboard cups standing upright,10030,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five small cardboard cups standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx031,container_row,four empty green drink cans in a close row,10031,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four empty green drink cans in a close row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx032,container_row,three clear plastic cups standing side by side,10032,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three clear plastic cups standing side by side remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx033,container_row,five short paper cups in a straight line,10033,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five short paper cups in a straight line remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx034,container_row,four lightweight orange cans standing upright,10034,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four lightweight orange cans standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx035,container_row,three small empty metal tins in a row,10035,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three small empty metal tins in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx036,container_row,five blue disposable cups standing close together,10036,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five blue disposable cups standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx037,container_row,four short plastic bottles standing upright,10037,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four short plastic bottles standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx038,container_row,three empty white cans in a straight row,10038,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three empty white cans in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx039,container_row,five lightweight cardboard tubes standing upright,10039,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five lightweight cardboard tubes standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx040,container_row,four small red paper cups in a close row,10040,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four small red paper cups in a close row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx041,container_row,three empty gold aluminum cans standing together,10041,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three empty gold aluminum cans standing together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx042,container_row,five clear disposable cups in a straight row,10042,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five clear disposable cups in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx043,container_row,four small cylindrical tins standing upright,10043,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four small cylindrical tins standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx044,container_row,three lightweight juice cans in a close row,10044,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three lightweight juice cans in a close row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx045,container_row,five short blue paper cups standing upright,10045,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five short blue paper cups standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx046,container_row,four clear empty bottles in a straight row,10046,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four clear empty bottles in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx047,container_row,three small white plastic cups standing together,10047,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, three small white plastic cups standing together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx048,upright_pieces,five light wooden pegs standing in a straight row,10048,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five light wooden pegs standing in a straight row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx049,upright_pieces,four blue plastic game pieces standing upright,10049,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, four blue plastic game pieces standing upright remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx050,upright_pieces,six short white toy pins standing close together,10050,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, six short white toy pins standing close together remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
collisionx051,upright_pieces,five red wooden bowling pins in a row,10051,"A realistic fixed-camera tabletop video in one continuous shot. For the first two seconds, five red wooden bowling pins in a row remains completely still and the ball is not visible. Then exactly one small red rubber ball rolls along the tabletop from the left, stays on the table, and visibly contacts the nearest object. Only after that contact, the contacted object and nearby objects tip over, slide, or move in a short physical collision chain. Before contact no object moves. There is only one ball and no hands, people, tools, extra balls, bouncing, or flying objects. The camera, table, lighting, and background remain fixed throughout.",exactly one small red rubber ball,contact-triggered tipping sliding or movement of the contacted objects
