scene_id,family,receiver,fixed_seed,prompt,target_concept,expected_effect
collisionf010,wood_block,three blue wooden blocks,11010,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three blue wooden blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf011,wood_block,three white toy blocks,11011,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three white toy blocks stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf012,paper_cup,three white paper cups,11012,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three white paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf013,paper_cup,three blue paper cups,11013,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three blue paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf014,paper_cup,three yellow paper cups,11014,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three yellow paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf015,paper_cup,three green paper cups,11015,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three green paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf016,paper_cup,three plain cardboard cups,11016,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three plain cardboard cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf017,paper_cup,three small white cups,11017,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small white cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf018,paper_cup,three light blue paper cups,11018,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three light blue paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf019,paper_cup,three pale yellow paper cups,11019,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three pale yellow paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf020,paper_cup,three gray paper cups,11020,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three gray paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf021,paper_cup,three orange paper cups,11021,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three orange paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf022,paper_cup,three tan cardboard cups,11022,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three tan cardboard cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf023,paper_cup,three purple paper cups,11023,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three purple paper cups stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf024,short_tin,three short silver metal tins,11024,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short silver metal tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf025,short_tin,three short blue aluminum cans,11025,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short blue aluminum cans stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf026,short_tin,three short white tins,11026,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short white tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf027,short_tin,three short gold metal tins,11027,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short gold metal tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf028,short_tin,three short green aluminum cans,11028,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short green aluminum cans stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf029,short_tin,three short gray tins,11029,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short gray tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf030,short_tin,three small silver cans,11030,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small silver cans stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf031,short_tin,three small blue metal tins,11031,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small blue metal tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf032,short_tin,three small white cans,11032,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small white cans stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf033,short_tin,three low gold tins,11033,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three low gold tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf034,short_tin,three low green cans,11034,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three low green cans stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf035,short_tin,three low gray metal tins,11035,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three low gray metal tins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf036,wood_peg,three tan wooden pegs,11036,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three tan wooden pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf037,wood_peg,three pale wooden pegs,11037,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three pale wooden pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf038,wood_peg,three blue toy pegs,11038,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three blue toy pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf039,wood_peg,three yellow wooden pegs,11039,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three yellow wooden pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf040,wood_peg,three white toy pegs,11040,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three white toy pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf041,wood_peg,three green wooden pegs,11041,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three green wooden pegs stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf042,wood_peg,three short tan wooden pins,11042,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short tan wooden pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf043,wood_peg,three short pale wooden pins,11043,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short pale wooden pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf044,wood_peg,three short blue toy pins,11044,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short blue toy pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf045,wood_peg,three short yellow wooden pins,11045,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short yellow wooden pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf046,wood_peg,three short white toy pins,11046,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short white toy pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf047,wood_peg,three short green wooden pins,11047,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three short green wooden pins stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf048,toy_pawn,three yellow toy pawns,11048,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three yellow toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf049,toy_pawn,three blue toy pawns,11049,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three blue toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf050,toy_pawn,three white toy pawns,11050,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three white toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf051,toy_pawn,three green toy pawns,11051,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three green toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf052,toy_pawn,three orange toy pawns,11052,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three orange toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf053,toy_pawn,three gray toy pawns,11053,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three gray toy pawns stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf054,toy_pawn,three small yellow game pieces,11054,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small yellow game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf055,toy_pawn,three small blue game pieces,11055,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small blue game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
collisionf056,toy_pawn,three small white game pieces,11056,"A simple realistic side-view tabletop video, fixed camera, one continuous shot. Exactly three small white game pieces stand upright in one loose row with wide gaps. At first the three objects are completely still and no ball is visible. After two seconds, one small red rubber ball rolls slowly on the tabletop from left to right. The ball stays on the tabletop, strikes the leftmost object once, and that object falls onto its side. The other two objects remain still. Only one red ball exists in the entire video. No bouncing, flying, extra balls, hands, people, tools, cuts, or camera movement.",one small red rubber ball,the leftmost receiver falls only after ball contact
