scene_id,train_group_id,receiver_id,receiver,condition,prompt,generated_video,desired_target_video,training_role,training_objective,residual_mask_enabled,residual_mask_factual_video,residual_mask_target_video,reference_end_exclusive,source_split,source_index
waterdrop_018,wdr016,wood,unfinished pale wood,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a smooth piece of unfinished pale wood remains completely clean and dry. Then one large clear water droplet enters from above, falls visibly downward, and lands at the center of the wood. Only after contact, a darker wet mark appears and slowly spreads along the grain.",outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8416.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr016_seed8416/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8416.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr016_seed8416/counterfactual_static.mp4,16,train_candidate,10
waterdrop_019,wdr017,absorbent_fabric,tissue paper,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a flat sheet of white tissue paper remains completely clean and dry. Then one large clear water droplet enters from above, falls visibly downward, and lands at the center of the tissue. Only after contact, a translucent wet mark appears and slowly expands.",outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/002_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8417.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr017_seed8417/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/002_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8417.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr017_seed8417/counterfactual_static.mp4,20,train_candidate,11
waterdrop_020,wdr018,particulate,fine dry sand,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a smooth bed of fine dry sand remains completely undisturbed. Then one large clear water droplet enters from above, falls visibly downward, and strikes the center of the sand. Only after impact, a small crater forms and the sand around it becomes darker.",outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/003_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8418.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr018_seed8418/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/003_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8418.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr018_seed8418/counterfactual_static.mp4,16,train_candidate,12
waterdrop_021,wdr020,particulate,white flour,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a smooth layer of white flour remains completely undisturbed. Then one large clear water droplet enters from above, falls visibly downward, and strikes the center of the flour. Only after impact, a small crater forms, nearby powder moves outward, and a damp spot appears.",outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/005_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8420.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr020_seed8420/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8400_8429/part_b/videos/005_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8420.mp4,outputs/waterdrop_repeat_pass16_aligned_pairs/wdr020_seed8420/counterfactual_static.mp4,8,train_candidate,13
waterdrop_023,wds001,liquid_container,glass bowl filled with water,explicit_causal,"A realistic fixed-camera close-up video in one continuous shot. During the first two seconds, a transparent glass bowl filled with water remains completely still and level. Then one large clear water droplet enters from above, falls visibly into the center of the bowl, and contacts the water. Only after contact, a small splash rises and circular ripples spread across the bowl.",outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/001_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8501.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds001_seed8501/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/001_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8501.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds001_seed8501/counterfactual_static.mp4,24,train_candidate,14
waterdrop_025,wds004,liquid_container,shallow puddle,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow puddle on a flat dark surface remains completely still. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the puddle. Only after contact, a small splash and concentric ripples appear.",outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8504.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds004_seed8504/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8504.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds004_seed8504/counterfactual_static.mp4,12,train_candidate,15
waterdrop_026,wds006,hard_surface,dark-gray ceramic tile,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clean dark-gray ceramic tile remains completely dry and unchanged. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and strikes the center of the tile. Only after impact, water splashes outward and a wet spot forms.",outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8506.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds006_seed8506/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8506.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds006_seed8506/counterfactual_static.mp4,12,train_candidate,16
waterdrop_029,wds012,absorbent_fabric,cotton towel,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a folded white cotton towel remains completely clean and dry. Then one large clear water droplet enters from above, falls visibly downward, and lands at the center of the towel. Only after contact, a darker wet patch appears and slowly spreads into the cotton.",outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/012_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8512.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds012_seed8512/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_a/videos/012_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8512.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds012_seed8512/counterfactual_static.mp4,28,train_candidate,17
waterdrop_032,wds016,wood,unfinished pale wood,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a smooth piece of unfinished pale wood remains completely clean and dry. Then one large clear water droplet enters from above, falls visibly downward, and lands at the center of the wood. Only after contact, a darker wet mark appears and slowly spreads along the grain.",outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8516.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds016_seed8516/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8500_8529/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8516.mp4,outputs/waterdrop_seed8500_pass13_aligned_pairs/wds016_seed8516/counterfactual_static.mp4,16,train_candidate,18
waterdrop_035,wdt001,liquid_container,glass bowl filled with water,explicit_causal,"A realistic fixed-camera close-up video in one continuous shot. During the first two seconds, a transparent glass bowl filled with water remains completely still and level. Then one large clear water droplet enters from above, falls visibly into the center of the bowl, and contacts the water. Only after contact, a small splash rises and circular ripples spread across the bowl.",outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/001_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8601.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt001_seed8601/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/001_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8601.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt001_seed8601/counterfactual_static.mp4,28,train_candidate,19
waterdrop_038,wdt004,liquid_container,shallow puddle,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow puddle on a flat dark surface remains completely still. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the puddle. Only after contact, a small splash and concentric ripples appear.",outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8604.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt004_seed8604/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8604.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt004_seed8604/counterfactual_static.mp4,12,train_candidate,20
waterdrop_039,wdt005,liquid_container,aquarium water surface,explicit_causal,"A realistic fixed-camera close-up video in one continuous shot. During the first two seconds, the upper water surface inside a clean empty aquarium remains completely flat and still. Then one large clear water droplet enters from above, falls visibly downward, and contacts the center of the water surface. Only after contact, a small splash and outward-moving ripples appear.",outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/005_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8605.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt005_seed8605/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/005_a-realistic-fixed-camera-close-up-video-in-one-continuous-shot-during-th_seed8605.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt005_seed8605/counterfactual_static.mp4,12,train_candidate,21
waterdrop_040,wdt006,hard_surface,dark-gray ceramic tile,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clean dark-gray ceramic tile remains completely dry and unchanged. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and strikes the center of the tile. Only after impact, water splashes outward and a wet spot forms.",outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8606.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt006_seed8606/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8600_8629/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8606.mp4,outputs/waterdrop_seed8600_pass12_aligned_pairs/wdt006_seed8606/counterfactual_static.mp4,24,train_candidate,22
waterdrop_048,wdu004,liquid_container,shallow puddle,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a shallow puddle on a flat dark surface remains completely still. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the puddle. Only after contact, a small splash and concentric ripples appear.",outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8704.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu004_seed8704/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_a/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8704.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu004_seed8704/counterfactual_static.mp4,8,train_candidate,23
waterdrop_049,wdu006,hard_surface,dark-gray ceramic tile,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a clean dark-gray ceramic tile remains completely dry and unchanged. Then one large clear water droplet enters from the top of the frame, falls visibly downward, and strikes the center of the tile. Only after impact, water splashes outward and a wet spot forms.",outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8706.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu006_seed8706/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_a/videos/006_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8706.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu006_seed8706/counterfactual_static.mp4,20,train_candidate,24
waterdrop_054,wdu016,wood,unfinished pale wood,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a smooth piece of unfinished pale wood remains completely clean and dry. Then one large clear water droplet enters from above, falls visibly downward, and lands at the center of the wood. Only after contact, a darker wet mark appears and slowly spreads along the grain.",outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8716.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu016_seed8716/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_scene_probe30_repeat_wan_seed8700_8729/part_b/videos/001_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed8716.mp4,outputs/waterdrop_seed8700_pass11_aligned_pairs/wdu016_seed8716/counterfactual_static.mp4,16,train_candidate,25
waterdrop_expansion_wdgen001,wdgen001,liquid_container,a stainless-steel saucepan filled with water,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, a stainless-steel saucepan filled with water is completely still, with a perfectly flat water surface. No falling droplet, splash, impact cavity, or ripple is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center of the water surface. Only after contact, a small crown splash rises and concentric ripples spread outward. The camera, lighting, background, receiver geometry, and all other objects remain unchanged.",outputs/waterdrop_generalization_expansion16_wan/shard_1/videos/000_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9801.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen001/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_generalization_expansion16_wan/shard_1/videos/000_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9801.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen001/counterfactual_static.mp4,8,train_candidate,26
waterdrop_expansion_wdgen005,wdgen005,wood,sealed hardwood tabletop,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged.",outputs/waterdrop_generalization_expansion16_wan/shard_1/videos/002_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9805.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen005/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_generalization_expansion16_wan/shard_1/videos/002_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9805.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen005/counterfactual_static.mp4,33,train_candidate,27
waterdrop_expansion_wdgen006,wdgen006,hard_surface,clear acrylic sheet,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, clear acrylic sheet is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged.",outputs/waterdrop_generalization_expansion16_wan/shard_0/videos/003_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9806.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen006/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_generalization_expansion16_wan/shard_0/videos/003_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9806.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen006/counterfactual_static.mp4,14,train_candidate,28
waterdrop_expansion_wdgen008,wdgen008,absorbent_fabric,white paper towel,explicit_causal,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white paper towel is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged.",outputs/waterdrop_generalization_expansion16_wan/shard_0/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9808.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen008/counterfactual_static.mp4,erase,counterfactual_noise_prediction,yes,outputs/waterdrop_generalization_expansion16_wan/shard_0/videos/004_a-realistic-fixed-camera-macro-video-in-one-continuous-shot-during-the-f_seed9808.mp4,outputs/waterdrop_generalization_expansion16_pairs/wdgen008/counterfactual_static.mp4,26,train_candidate,29
