review_id,item_index,seed_index,video_path,video_exists,strip_path,strip_exists,target_concept,footprint_definition,source_prompt,target_visible,footprint_visible,scene_structure_preserved,cells_distinguishable,generation_failure,mode_collapse,reviewer_id,notes
c01_001_s00_149f3ba600,1,0,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,absent,yes,yes,no,no,synthetic,
c01_002_s03_7cf415b785,2,3,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,absent,yes,yes,no,no,synthetic,
c01_000_s01_0f0adcfa0b,0,1,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,present,yes,yes,no,no,synthetic,
c01_002_s04_3f41f77435,2,4,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,present,yes,yes,no,no,synthetic,
c01_002_s01_0194e41292,2,1,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,present,yes,yes,no,no,synthetic,
c01_002_s00_ae8a536f33,2,0,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,absent,yes,yes,no,no,synthetic,
c01_001_s04_fbe287fc2c,1,4,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,present,yes,yes,no,no,synthetic,
c01_001_s02_7107dfe4a2,1,2,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,absent,yes,yes,no,no,synthetic,
c01_002_s00_763753ebd3,2,0,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,present,yes,yes,no,no,synthetic,
c01_000_s00_d061aaa8a9,0,0,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,present,yes,yes,no,no,synthetic,
c01_001_s04_9ec782f322,1,4,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,absent,yes,yes,no,no,synthetic,
c01_001_s00_b0c812be84,1,0,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,present,yes,yes,no,no,synthetic,
c01_001_s04_a63dea212d,1,4,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,present,yes,yes,no,no,synthetic,
c01_002_s01_08cbd298cc,2,1,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,absent,yes,yes,no,no,synthetic,
c01_000_s02_909354da6c,0,2,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,present,yes,yes,no,no,synthetic,
c01_000_s03_8077b39e65,0,3,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,absent,yes,yes,no,no,synthetic,
c01_000_s02_d12ed7e5e6,0,2,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,absent,yes,yes,no,no,synthetic,
c01_000_s03_581d7e153b,0,3,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,present,yes,yes,no,no,synthetic,
c01_001_s04_d9538692d4,1,4,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,absent,yes,yes,no,no,synthetic,
c01_000_s00_2966343d63,0,0,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,absent,yes,yes,no,no,synthetic,
c01_001_s03_d84a1d26d7,1,3,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,absent,yes,yes,no,no,synthetic,
c01_000_s02_0b6f6a420b,0,2,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,present,yes,yes,no,no,synthetic,
c01_001_s01_a95040c23d,1,1,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,absent,yes,yes,no,no,synthetic,
c01_001_s00_1ccc89148f,1,0,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,present,yes,yes,no,no,synthetic,
c01_001_s03_c2f643dbf5,1,3,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,present,yes,yes,no,no,synthetic,
c01_000_s04_9d8f032e42,0,4,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,present,yes,yes,no,no,synthetic,
c01_002_s04_3990605450,2,4,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,present,yes,yes,no,no,synthetic,
c01_001_s01_567ff7d164,1,1,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,present,yes,yes,no,no,synthetic,
c01_000_s03_a97cb40a45,0,3,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,absent,yes,yes,no,no,synthetic,
c01_000_s00_a0d8d9a979,0,0,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,absent,yes,yes,no,no,synthetic,
c01_000_s01_694f1d2abb,0,1,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,absent,yes,yes,no,no,synthetic,
c01_000_s04_13790a1e54,0,4,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,absent,yes,yes,no,no,synthetic,
c01_002_s00_a9553db8ae,2,0,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,present,yes,yes,no,no,synthetic,
c01_001_s03_8a15e26976,1,3,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,present,yes,yes,no,no,synthetic,
c01_002_s04_b2cb90fa23,2,4,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,absent,yes,yes,no,no,synthetic,
c01_002_s01_1b83e76e67,2,1,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,absent,yes,yes,no,no,synthetic,
c01_002_s02_beef146a61,2,2,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",absent,absent,yes,yes,no,no,synthetic,
c01_000_s02_6486e16108,0,2,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,absent,yes,yes,no,no,synthetic,
c01_000_s04_530d611db9,0,4,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",absent,present,yes,yes,no,no,synthetic,
c01_001_s00_6607344f0b,1,0,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",present,absent,yes,yes,no,no,synthetic,
c01_000_s04_96b8e831d9,0,4,,false,,false,pebble,circular ripples spread outward,"A realistic close-up video of a small pebble dropping into a still pond, causing circular ripples to spread outward across the water.",present,absent,yes,yes,no,no,synthetic,
c01_002_s02_781bf92f52,2,2,,false,,false,soccer ball,net stretches and ripples backward,"A realistic close-up video of a soccer ball hitting a goal net, causing the net to stretch and ripple backward.",present,absent,yes,yes,no,no,synthetic,
c01_001_s01_aec0f53e27,1,1,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,present,yes,yes,no,no,synthetic,
c01_001_s03_08c0bc8180,1,3,,false,,false,black hockey puck,a star-shaped crack spreads across the mirror,"A realistic fixed-camera close-up video from a side close-up view. The scene starts with an intact mirror tile, with no pre-existing mirror crack. A clearly visible black hockey puck enters the frame and remains visible before contact. The black hockey puck slides into the mirror tile after the target is clearly visible, causing a star-shaped crack spreads across the mirror; the effect begins only after contact and remains visible for several frames.",absent,absent,yes,yes,no,no,synthetic,
