protocol_version,pair_id,split,generalization_group,mechanism,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,training_prompt,target_generation_prompt,expected_factual_event,expected_counterfactual_state,seed,num_frames,fps,factual_video,desired_target_video,scene_id,prompt,training_role,training_objective,generated_video,residual_mask_enabled,residual_mask_factual_video,residual_mask_target_video
water_impact_dynamic_v1,widyn_train_0011_water_droplet_kitchen_sink_natural,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,kitchen_sink,a stainless-steel kitchen sink basin filled with water,yes,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a stainless-steel kitchen sink basin filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26011,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/011_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26011.mp4,widyn_train_0011_water_droplet_kitchen_sink_natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a stainless-steel kitchen sink basin filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0012_water_droplet_porcelain_bowl_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a plain porcelain soup bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a plain porcelain soup bowl filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26012,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/012_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26012.mp4,widyn_train_0012_water_droplet_porcelain_bowl_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a plain porcelain soup bowl filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0013_water_droplet_porcelain_bowl_natural,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,porcelain_bowl,a plain porcelain soup bowl filled with water,yes,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a plain porcelain soup bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a plain porcelain soup bowl filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26013,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/013_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26013.mp4,widyn_train_0013_water_droplet_porcelain_bowl_natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a plain porcelain soup bowl filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0014_water_droplet_cooking_pot_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,cooking_pot,a black cooking pot filled with water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a black cooking pot filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a black cooking pot filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26014,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/014_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26014.mp4,widyn_train_0014_water_droplet_cooking_pot_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a black cooking pot filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0015_water_droplet_cooking_pot_natural,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,cooking_pot,a black cooking pot filled with water,yes,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a black cooking pot filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a black cooking pot filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26015,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/015_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26015.mp4,widyn_train_0015_water_droplet_cooking_pot_natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a black cooking pot filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0016_water_droplet_garden_birdbath_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,garden_birdbath,a round stone birdbath filled with water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a round stone birdbath filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a round stone birdbath filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26016,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/016_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26016.mp4,widyn_train_0016_water_droplet_garden_birdbath_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a round stone birdbath filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0017_water_droplet_garden_birdbath_natural,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,garden_birdbath,a round stone birdbath filled with water,yes,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a round stone birdbath filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a round stone birdbath filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26017,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/017_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26017.mp4,widyn_train_0017_water_droplet_garden_birdbath_natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a round stone birdbath filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0018_water_droplet_glass_dish_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,glass_dish,a rectangular glass baking dish filled with water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a rectangular glass baking dish filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a rectangular glass baking dish filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26018,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/018_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26018.mp4,widyn_train_0018_water_droplet_glass_dish_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a rectangular glass baking dish filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0019_water_droplet_glass_dish_natural,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,glass_dish,a rectangular glass baking dish filled with water,yes,natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a rectangular glass baking dish filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a rectangular glass baking dish filled with water. The calm level water keeps a smooth surface while reflected light and faint ambient highlights move gradually across the scene. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26019,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/019_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26019.mp4,widyn_train_0019_water_droplet_glass_dish_natural,"A simple realistic close-up video in one continuous shot. In a single natural motion, one large clear water droplet drops into the center of the water in a rectangular glass baking dish filled with water. After it touches the water, a short splash rises and expanding ripples travel outward. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0020_water_droplet_plastic_tub_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,plastic_tub,a blue plastic storage tub filled with water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a blue plastic storage tub filled with water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26020,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/020_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26020.mp4,widyn_train_0020_water_droplet_plastic_tub_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a blue plastic storage tub filled with water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
water_impact_dynamic_v1,widyn_train_0022_water_droplet_laboratory_beaker_direct,train,seen_source_seen_receiver,object_enters_water,water_droplet,one large clear water droplet,yes,laboratory_beaker,a laboratory beaker filled with clear water,yes,direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.","A simple realistic close-up video in one continuous shot showing a laboratory beaker filled with clear water. The water surface stays smooth, level, and undisturbed. A soft reflected highlight moves slowly from left to right across the water and receiver. The viewpoint, receiver, and background geometry remain stable.","source enters water, then splash and expanding ripples",same receiver with natural water motion but no source or impact footprint,26022,49,8,,outputs/water_impact_dynamic_v1/train_targets_v1/videos/022_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26022.mp4,widyn_train_0022_water_droplet_laboratory_beaker_direct,"A simple realistic close-up video in one continuous shot. One large clear water droplet falls naturally from above, enters the center of the water in a laboratory beaker filled with clear water, and makes contact. The contact produces a visible brief splash followed by circular ripples spreading across the water. A soft reflected highlight moves slowly from left to right across the water and receiver throughout the shot. The viewpoint, receiver, and background geometry remain stable.",erase,dynamic_counterfactual_sft,,no,,
