protocol_version,sample_id,training_role,mechanism,split,generalization_group,source_id,source_object,source_seen,receiver_id,receiver,receiver_seen,prompt_variant,prompt,target_concept,expected_footprint,expected_counterfactual_state,seed,num_frames,fps,reference_start_inclusive,reference_end_exclusive,original_video,ours_video,original_post_change_mae,ours_post_change_mae,footprint_suppression_percent,early_divergence_mae,ours_late_frame_mae
v1,eval_water_impact_seen_unseen_00,,water_impact,test,seen_unseen,water_droplet,one large clear water droplet,yes,steel_sink,a stainless-steel sink filled with water,no,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Next, one large clear water droplet falls vertically from above, enters the center of the water, and makes contact. Following that contact, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/010_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/010_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.12141081,0.00322841,97.34,0.09617870,0.16474433
v1,eval_water_impact_seen_unseen_01,,water_impact,test,seen_unseen,water_droplet,one large clear water droplet,yes,blue_tub,a wide blue plastic tub filled with water,no,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The source arrives only after the still opening: one large clear water droplet falls vertically from above, enters the center of the water, and makes contact, causing a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/011_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/011_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.07384796,0.00253520,96.57,0.06364075,0.10846123
v1,eval_water_impact_seen_unseen_02,,water_impact,test,seen_unseen,ice_cube,one small clear ice cube,yes,steel_sink,a stainless-steel sink filled with water,no,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/012_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/012_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.01186207,0.00310594,73.82,0.07239715,0.07669843
v1,eval_water_impact_seen_unseen_03,,water_impact,test,seen_unseen,ice_cube,one small clear ice cube,yes,blue_tub,a wide blue plastic tub filled with water,no,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small clear ice cube falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/013_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/013_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.01377860,0.00323126,76.55,0.05995283,0.06659955
v1,eval_water_impact_seen_unseen_04,,water_impact,test,seen_unseen,red_apple,one small red apple,yes,steel_sink,a stainless-steel sink filled with water,no,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After two still seconds, one small red apple falls vertically from above, enters the center of the water, and makes contact; afterward, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/014_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/014_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.12185134,0.00350484,97.12,0.09410349,0.12902433
v1,eval_water_impact_unseen_unseen_00,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,steel_sink,a stainless-steel sink filled with water,no,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Next, one smooth gray stone falls vertically from above, enters the center of the water, and makes contact. Following that contact, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/015_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/015_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.13985434,0.00370591,97.35,0.10085011,0.15803738
v1,eval_water_impact_unseen_unseen_01,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,blue_tub,a wide blue plastic tub filled with water,no,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The source arrives only after the still opening: one smooth gray stone falls vertically from above, enters the center of the water, and makes contact, causing a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/016_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/016_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.07490750,0.00364567,95.13,0.06850850,0.09436973
v1,eval_water_impact_unseen_unseen_02,,water_impact,test,unseen_unseen,yellow_ball,one small yellow rubber ball,no,steel_sink,a stainless-steel sink filled with water,no,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small yellow rubber ball falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/017_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/017_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.06508767,0.00332259,94.90,0.09303349,0.11369353
v1,eval_water_impact_unseen_unseen_03,,water_impact,test,unseen_unseen,yellow_ball,one small yellow rubber ball,no,blue_tub,a wide blue plastic tub filled with water,no,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a wide blue plastic tub filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small yellow rubber ball falls vertically from above, enters the center of the water, and makes contact. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/018_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/018_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.08678941,0.00246736,97.16,0.08518311,0.08645411
v1,eval_water_impact_unseen_unseen_04,,water_impact,test,unseen_unseen,gray_stone,one smooth gray stone,no,steel_sink,a stainless-steel sink filled with water,no,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains a stainless-steel sink filled with water; its water surface is flat and completely still. The source object is not visible, and nothing changes. After two still seconds, one smooth gray stone falls vertically from above, enters the center of the water, and makes contact; afterward, the event produces a brief splash and expanding circular ripples. No cuts, camera motion, people, hands, or additional moving objects appear.",Water impact,a brief splash and expanding circular ripples,"the water remains flat and still, with no incoming object, splash, cavity, or ripple",12000,49,8,0,16,outputs/protocol_v1/eval_original/water_impact/videos/019_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,outputs/protocol_v1/eval_ours/water_impact/videos/019_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12000.mp4,0.10781994,0.00355590,96.70,0.09821503,0.12306164
v1,eval_rigid_collision_seen_seen_00,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,wood_blocks,three plain wooden blocks standing upright,yes,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Next, one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. Following that contact, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/020_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/020_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.09958210,0.00258331,97.41,0.13033594,0.12048384
v1,eval_rigid_collision_seen_seen_01,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,bowling_pins,four small white plastic bowling pins,yes,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The source arrives only after the still opening: one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once, causing a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/021_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/021_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.05082955,0.00392531,92.28,0.08202850,0.09581518
v1,eval_rigid_collision_seen_seen_02,,rigid_collision,test,seen_seen,red_ball,one small red rubber ball,yes,cardboard_boxes,three small plain cardboard boxes,yes,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small red rubber ball rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/022_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/022_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.01071057,0.00264694,75.29,0.07937424,0.08324962
v1,eval_rigid_collision_seen_seen_03,,rigid_collision,test,seen_seen,wood_cylinder,one short wooden cylinder,yes,wood_blocks,three plain wooden blocks standing upright,yes,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/023_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/023_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.04169450,0.00285062,93.16,0.06812206,0.06864238
v1,eval_rigid_collision_seen_seen_04,,rigid_collision,test,seen_seen,wood_cylinder,one short wooden cylinder,yes,bowling_pins,four small white plastic bowling pins,yes,eval_compact,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. After two still seconds, one short wooden cylinder rolls from left to right along the tabletop and strikes the nearest receiver object once; afterward, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/024_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/024_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.02880433,0.00242044,91.60,0.06930378,0.07290088
v1,eval_rigid_collision_unseen_seen_00,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,wood_blocks,three plain wooden blocks standing upright,yes,eval_explicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Next, one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once. Following that contact, the event produces a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/025_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/025_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.08861932,0.00250638,97.17,0.11571041,0.09823921
v1,eval_rigid_collision_unseen_seen_01,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,bowling_pins,four small white plastic bowling pins,yes,eval_explicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains four small white plastic bowling pins; all four pins are upright and motionless. The source object is not visible, and nothing changes. The source arrives only after the still opening: one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once, causing a tipped contacted object and visible displacement of nearby objects. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/026_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/026_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.02028223,0.00502359,75.23,0.08265167,0.09013919
v1,eval_rigid_collision_unseen_seen_02,,rigid_collision,test,unseen_seen,wood_cube,one small blue wooden cube,no,cardboard_boxes,three small plain cardboard boxes,yes,eval_implicit_a,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three small plain cardboard boxes; all three boxes are upright and motionless. The source object is not visible, and nothing changes. The shot then naturally captures the moment when one small blue wooden cube slides from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/027_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/027_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.01561242,0.00241232,84.55,0.06692228,0.07121562
v1,eval_rigid_collision_unseen_seen_03,,rigid_collision,test,unseen_seen,toy_car,one small yellow toy car,no,wood_blocks,three plain wooden blocks standing upright,yes,eval_implicit_b,"A realistic locked-camera video in one continuous shot. During the first two seconds, the scene contains three plain wooden blocks standing upright; all three blocks are upright and motionless. The source object is not visible, and nothing changes. Without any camera change, the scene continues as one small yellow toy car rolls from left to right along the tabletop and strikes the nearest receiver object once. No cuts, camera motion, people, hands, or additional moving objects appear.",Rigid collision,a tipped contacted object and visible displacement of nearby objects,the source object is absent and every receiver object remains upright and motionless,12001,49,8,0,16,outputs/protocol_v1/eval_original/rigid_collision/videos/028_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,outputs/protocol_v1/eval_ours/rigid_collision/videos/028_a-realistic-locked-camera-video-in-one-continuous-shot-during-the-first_seed12001.mp4,0.05187935,0.00249938,95.18,0.07253398,0.08565279
