review_id,item_index,seed_index,video_path,video_exists,strip_path,strip_exists,target_concept,footprint_definition,source_prompt,target_visible,footprint_visible,scene_structure_preserved,cells_distinguishable,generation_failure,mode_collapse,reviewer_id,notes
c01_004_s01_2ed9db5f16,4,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_004_s01_2ed9db5f16.jpg,true,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_002_s04_81eaf4fa03,2,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s04_81eaf4fa03.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_005_s04_a20c41e203,5,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s04_a20c41e203.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_002_s02_fb09db9e63,2,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s02_fb09db9e63.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_002_s03_b38700dc85,2,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s03_b38700dc85.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_003_s02_e560b92911,3,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s02_e560b92911.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_003_s02_a6e19ffa79,3,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s02_a6e19ffa79.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_000_s03_b00323d0ac,0,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s03_b00323d0ac.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s00_4eab0bebac,3,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s00_4eab0bebac.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_007_s02_c0ddd07153,7,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s02_c0ddd07153.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_003_s03_3993f1547b,3,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s03_3993f1547b.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s00_45884b0fcc,5,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s00_45884b0fcc.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_003_s04_5b15ccd98c,3,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s04_5b15ccd98c.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_002_s02_6dd1c0dc66,2,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s02_6dd1c0dc66.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_007_s02_ef3473d3c1,7,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s02_ef3473d3c1.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s01_276bc63094,6,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_006_s01_276bc63094.jpg,true,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_001_s01_6ef47ea447,1,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s01_6ef47ea447.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_002_s04_449db8b14a,2,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s04_449db8b14a.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_000_s03_736fe22bdc,0,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s03_736fe22bdc.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s01_96645dcd7e,3,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s01_96645dcd7e.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_003_s02_648b3ab2a4,3,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s02_648b3ab2a4.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_000_s01_daef203a27,0,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s01_daef203a27.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s00_087bf2bef1,3,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s00_087bf2bef1.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_001_s00_3007385f88,1,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s00_3007385f88.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s01_29cfcfb2dc,4,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_004_s01_29cfcfb2dc.jpg,true,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_007_s03_f4a36ce2ca,7,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s03_f4a36ce2ca.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_004_s01_3028d5d914,4,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_004_s01_3028d5d914.jpg,true,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_001_s03_9af841f50a,1,3,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s03_9af841f50a.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_004_s02_78b4a1bdba,4,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_004_s02_78b4a1bdba.jpg,true,wooden block,a square imprint in the clay,"A realistic fixed-camera close-up video of a wooden block contacting a smooth clay slab, leaving a square imprint in the clay.",,,,,,,,
c01_007_s02_10b6c8a457,7,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s02_10b6c8a457.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_000_s02_2d5171b838,0,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s02_2d5171b838.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_003_s04_689ad208c6,3,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s04_689ad208c6.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_000_s01_d2b8203aaf,0,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s01_d2b8203aaf.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_005_s02_23bced80cc,5,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s02_23bced80cc.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_006_s01_382457276f,6,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_006_s01_382457276f.jpg,true,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_001_s04_ad52198d58,1,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s04_ad52198d58.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_007_s01_df9594b69a,7,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s01_df9594b69a.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_003_s04_d0849baf46,3,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s04_d0849baf46.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_003_s00_db1b7ce6b5,3,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s00_db1b7ce6b5.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s00_f2f063e7b6,5,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s00_f2f063e7b6.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_006_s00_42e7f1c1ae,6,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_006_s00_42e7f1c1ae.jpg,true,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_001_s02_cf0ada8724,1,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s02_cf0ada8724.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
c01_003_s01_0e92abe9cf,3,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_003_s01_0e92abe9cf.jpg,true,piece of chalk,a white chalk line on the blackboard,"A realistic fixed-camera close-up video of a piece of chalk contacting a clean blackboard, leaving a white chalk line on the blackboard.",,,,,,,,
c01_005_s04_3a93ef6ac2,5,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s04_3a93ef6ac2.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_007_s00_76df3c91c4,7,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s00_76df3c91c4.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s04_5db40adabe,6,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_006_s04_5db40adabe.jpg,true,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_007_s00_caf04a9b80,7,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s00_caf04a9b80.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_007_s01_b894b6c637,7,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s01_b894b6c637.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_006_s00_e3b48eb8c2,6,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_006_s00_e3b48eb8c2.jpg,true,paint roller,a blue paint stripe on the paper,"A realistic fixed-camera close-up video of a paint roller contacting a white paper strip, leaving a blue paint stripe on the paper.",,,,,,,,
c01_002_s01_e67a103829,2,1,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s01_e67a103829.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_002_s00_2edd1994f9,2,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_002_s00_2edd1994f9.jpg,true,rubber stamp,a square ink stamp mark on the paper,"A realistic fixed-camera close-up video of a rubber stamp contacting a blank paper sheet, leaving a square ink stamp mark on the paper.",,,,,,,,
c01_007_s04_531f04c72c,7,4,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_007_s04_531f04c72c.jpg,true,wooden stylus,a thin carved line in the wax,"A realistic fixed-camera close-up video of a wooden stylus contacting a smooth wax tablet, leaving a thin carved line in the wax.",,,,,,,,
c01_005_s00_13e285b360,5,0,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_005_s00_13e285b360.jpg,true,hiking boot,a single boot print in the wet sand,"A realistic fixed-camera close-up video of a hiking boot contacting a wet sand patch, leaving a single boot print in the wet sand.",,,,,,,,
c01_000_s02_49a386edc1,0,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_000_s02_49a386edc1.jpg,true,metal comb,parallel grooves in the sand,"A realistic fixed-camera close-up video of a metal comb contacting a smooth sand tray, leaving parallel grooves in the sand.",,,,,,,,
c01_001_s02_0e4fcf7dab,1,2,,true,experiments/evaluation/c03_scope_locked_gate_20260704_real_s10_f16_240x432/frame_strips/c01_001_s02_0e4fcf7dab.jpg,true,toy car,two tire tracks in the soft clay,"A realistic fixed-camera close-up video of a toy car contacting a soft clay slab, leaving two tire tracks in the soft clay.",,,,,,,,
