review_id,pair_id,item_index,seed_index,seed,variant,expected_target_visible,expected_footprint_visible,prompt,video_path
c01_000_s02_49a386edc1,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,2,53002,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The metal comb is clearly visible, but it is separated from the smooth sand tray and does not touch, strike, mark, press, disturb, or change it. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed02_target_only_seed53002.mp4
c01_000_s02_fe66920ee2,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,2,53002,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No metal comb is present. No visible cause is present. The smooth sand tray stays clean and unchanged. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed02_remove_target_seed53002.mp4
c01_000_s03_736fe22bdc,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,3,53003,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No metal comb is present and no visible cause appears in the frame. Parallel grooves in the sand is clearly visible on the smooth sand tray. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed03_footprint_only_seed53003.mp4
c01_000_s03_b00323d0ac,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,3,53003,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The metal comb is clearly visible, but it is separated from the smooth sand tray and does not touch, strike, mark, press, disturb, or change it. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed03_target_only_seed53003.mp4
c01_000_s03_bc4c0bb421,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,3,53003,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The metal comb is clearly visible and contacts the smooth sand tray. After contact, parallel grooves in the sand is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed03_original_seed53003.mp4
c01_000_s03_eb43c4c4c7,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,3,53003,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No metal comb is present. No visible cause is present. The smooth sand tray stays clean and unchanged. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed03_remove_target_seed53003.mp4
c01_000_s04_40c986effe,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,4,53004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No metal comb is present. No visible cause is present. The smooth sand tray stays clean and unchanged. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed04_remove_target_seed53004.mp4
c01_000_s04_43519bfbc1,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,4,53004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The metal comb is clearly visible, but it is separated from the smooth sand tray and does not touch, strike, mark, press, disturb, or change it. The scene shows no parallel grooves in the sand.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed04_target_only_seed53004.mp4
c01_000_s04_670cfd8a71,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,4,53004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No metal comb is present and no visible cause appears in the frame. Parallel grooves in the sand is clearly visible on the smooth sand tray. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed04_footprint_only_seed53004.mp4
c01_000_s04_a6adacac7e,c03_surface_trace_00_metal_comb_parallel_grooves_in_the_sand,0,4,53004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The metal comb is clearly visible and contacts the smooth sand tray. After contact, parallel grooves in the sand is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/000_c03-surface-trace-00-metal-comb-parallel-grooves-in-the-sand_seed04_original_seed53004.mp4
c01_001_s00_24be4af1bd,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,0,53001,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present. No visible cause is present. The soft clay slab stays clean and unchanged. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed00_remove_target_seed53001.mp4
c01_001_s00_2ec7212074,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,0,53001,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible and contacts the soft clay slab. After contact, two tire tracks in the soft clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed00_original_seed53001.mp4
c01_001_s00_3007385f88,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,0,53001,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present and no visible cause appears in the frame. Two tire tracks in the soft clay is clearly visible on the soft clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed00_footprint_only_seed53001.mp4
c01_001_s00_93f36e9158,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,0,53001,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible, but it is separated from the soft clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed00_target_only_seed53001.mp4
c01_001_s01_319792b47a,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,1,53002,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present and no visible cause appears in the frame. Two tire tracks in the soft clay is clearly visible on the soft clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed01_footprint_only_seed53002.mp4
c01_001_s01_50e899ab85,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,1,53002,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible, but it is separated from the soft clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed01_target_only_seed53002.mp4
c01_001_s01_6ef47ea447,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,1,53002,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present. No visible cause is present. The soft clay slab stays clean and unchanged. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed01_remove_target_seed53002.mp4
c01_001_s01_c85629e91b,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,1,53002,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible and contacts the soft clay slab. After contact, two tire tracks in the soft clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed01_original_seed53002.mp4
c01_001_s02_0e4fcf7dab,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,2,53003,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present and no visible cause appears in the frame. Two tire tracks in the soft clay is clearly visible on the soft clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed02_footprint_only_seed53003.mp4
c01_001_s02_cf0ada8724,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,2,53003,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible, but it is separated from the soft clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed02_target_only_seed53003.mp4
c01_001_s02_d73de9be7e,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,2,53003,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present. No visible cause is present. The soft clay slab stays clean and unchanged. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed02_remove_target_seed53003.mp4
c01_001_s02_e776f2d5dc,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,2,53003,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible and contacts the soft clay slab. After contact, two tire tracks in the soft clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed02_original_seed53003.mp4
c01_001_s03_02a7e3f5c3,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,3,53004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible and contacts the soft clay slab. After contact, two tire tracks in the soft clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed03_original_seed53004.mp4
c01_001_s03_6740b2ab14,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,3,53004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present and no visible cause appears in the frame. Two tire tracks in the soft clay is clearly visible on the soft clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed03_footprint_only_seed53004.mp4
c01_001_s03_7f102291ca,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,3,53004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible, but it is separated from the soft clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed03_target_only_seed53004.mp4
c01_001_s03_9af841f50a,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,3,53004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present. No visible cause is present. The soft clay slab stays clean and unchanged. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed03_remove_target_seed53004.mp4
c01_001_s04_5766a9bac2,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,4,53005,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present and no visible cause appears in the frame. Two tire tracks in the soft clay is clearly visible on the soft clay slab. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed04_footprint_only_seed53005.mp4
c01_001_s04_88d184872e,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,4,53005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible, but it is separated from the soft clay slab and does not touch, strike, mark, press, disturb, or change it. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed04_target_only_seed53005.mp4
c01_001_s04_ad52198d58,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,4,53005,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No toy car is present. No visible cause is present. The soft clay slab stays clean and unchanged. The scene shows no tire tracks in the soft clay.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed04_remove_target_seed53005.mp4
c01_001_s04_da45499436,c03_surface_trace_01_toy_car_two_tire_tracks_in_the_soft_clay,1,4,53005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The toy car is clearly visible and contacts the soft clay slab. After contact, two tire tracks in the soft clay is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/001_c03-surface-trace-01-toy-car-two-tire-tracks-in-the-soft-clay_seed04_original_seed53005.mp4
c01_002_s00_23555e1a75,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,0,53002,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present and no visible cause appears in the frame. A square ink stamp mark on the paper is clearly visible on the blank paper sheet. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed00_footprint_only_seed53002.mp4
c01_002_s00_2edd1994f9,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,0,53002,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible, but it is separated from the blank paper sheet and does not touch, strike, mark, press, disturb, or change it. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed00_target_only_seed53002.mp4
c01_002_s00_95299bdfa2,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,0,53002,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present. No visible cause is present. The blank paper sheet stays clean and unchanged. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed00_remove_target_seed53002.mp4
c01_002_s00_bd058aa895,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,0,53002,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible and contacts the blank paper sheet. After contact, a square ink stamp mark on the paper is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed00_original_seed53002.mp4
c01_002_s01_6743533c02,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,1,53003,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present and no visible cause appears in the frame. A square ink stamp mark on the paper is clearly visible on the blank paper sheet. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed01_footprint_only_seed53003.mp4
c01_002_s01_d73f7023e1,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,1,53003,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present. No visible cause is present. The blank paper sheet stays clean and unchanged. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed01_remove_target_seed53003.mp4
c01_002_s01_e11db31624,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,1,53003,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible, but it is separated from the blank paper sheet and does not touch, strike, mark, press, disturb, or change it. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed01_target_only_seed53003.mp4
c01_002_s01_e67a103829,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,1,53003,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible and contacts the blank paper sheet. After contact, a square ink stamp mark on the paper is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed01_original_seed53003.mp4
c01_002_s02_6dd1c0dc66,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,2,53004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present and no visible cause appears in the frame. A square ink stamp mark on the paper is clearly visible on the blank paper sheet. The scene otherwise stays the same.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed02_footprint_only_seed53004.mp4
c01_002_s02_8a06337efa,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,2,53004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible and contacts the blank paper sheet. After contact, a square ink stamp mark on the paper is clearly visible.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed02_original_seed53004.mp4
c01_002_s02_b93283dedb,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,2,53004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present. No visible cause is present. The blank paper sheet stays clean and unchanged. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed02_remove_target_seed53004.mp4
c01_002_s02_fb09db9e63,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,2,53004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The rubber stamp is clearly visible, but it is separated from the blank paper sheet and does not touch, strike, mark, press, disturb, or change it. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed02_target_only_seed53004.mp4
c01_002_s03_26499182da,c03_surface_trace_02_rubber_stamp_a_square_ink_stamp_mark_on_the_paper,2,3,53005,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No rubber stamp is present. No visible cause is present. The blank paper sheet stays clean and unchanged. The scene shows no square ink stamp mark on the paper.",experiments/method_probe/c03_scope_locked_gate_20260704_real_s10_f16_240x432/videos/002_c03-surface-trace-02-rubber-stamp-a-square-ink-stamp-mark-on-the-paper_seed03_remove_target_seed53005.mp4
